Vehicle_ID,Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,Health_Score,KM_Range_Before_Defect
V08218,SUV,8,19810,104,1773,40,14.4,12.08,42,59,Good,Medium,3,No,80,"80,001+"
V08219,SUV,10,40648,105,1935,24,8.5,11.11,31,72,Worn,Medium,2,Yes,60,"50,001–80,000"
V08220,Truck,9,156678,89,2056,37,10.7,12.67,35,63,Worn,Medium,5,No,100,"80,001+"
V08221,SUV,11,30057,101,2471,37,17.1,11.15,38,74,Critical,High,5,Yes,30,"10,001–25,000"
V08222,Sedan,11,173400,88,1908,48,5.2,11.49,43,55,Moderate,Medium,1,No,90,"80,001+"
V08223,Truck,8,56691,103,2674,25,14.3,11.26,33,42,Worn,Medium,1,No,60,"50,001–80,000"
V08224,Hatchback,8,60911,91,2235,22,7.7,12.0,34,67,Worn,High,2,No,60,"50,001–80,000"
V08225,Sedan,15,195569,85,2054,32,17.4,11.77,37,66,Critical,Medium,1,Yes,70,"50,001–80,000"
V08226,Hatchback,14,128007,87,2082,23,10.9,12.57,30,99,Good,High,7,No,50,"25,001–50,000"
V08227,Hatchback,9,140518,106,2589,46,19.5,11.64,32,80,Worn,Medium,8,Yes,80,"80,001+"
V08228,Hatchback,15,111467,108,2295,45,7.2,12.85,37,39,Moderate,Low,5,No,70,"50,001–80,000"
V08229,SUV,14,7099,110,2680,36,6.5,12.79,41,58,Worn,Low,9,No,60,"50,001–80,000"
V08230,Truck,15,150326,110,2583,30,11.2,12.81,31,58,Critical,Low,1,Yes,50,"25,001–50,000"
V08231,Hatchback,14,20472,95,1578,26,8.5,11.26,35,35,Worn,High,6,Yes,50,"25,001–50,000"
V08232,SUV,3,192338,110,1535,41,17.1,12.07,44,32,Moderate,Medium,11,Yes,70,"50,001–80,000"
V08233,Sedan,12,65091,98,2033,22,15.4,11.7,44,98,Worn,Medium,11,Yes,60,"50,001–80,000"
V08234,Sedan,12,64196,90,1937,25,18.2,11.47,45,47,Worn,High,3,Yes,50,"25,001–50,000"
V08235,Hatchback,7,119085,101,2064,24,11.4,13.0,45,97,Worn,High,11,No,30,"10,001–25,000"
V08236,SUV,9,21834,109,2648,42,11.7,12.94,30,87,Moderate,Low,1,No,80,"80,001+"
V08237,Hatchback,14,190107,100,2079,21,8.7,11.03,45,34,Critical,Low,7,Yes,50,"25,001–50,000"
V08238,SUV,11,83448,108,1968,33,5.7,11.23,40,101,Worn,High,7,Yes,50,"25,001–50,000"
V08239,Sedan,8,17562,85,2591,42,19.3,12.17,42,100,Worn,Low,8,Yes,100,"80,001+"
V08240,SUV,6,128930,94,1819,39,14.2,12.56,35,45,Worn,High,5,No,80,"80,001+"
V08241,Truck,9,10243,108,2238,38,13.9,12.63,44,91,Critical,High,9,Yes,30,"10,001–25,000"
V08242,Hatchback,15,114577,90,2935,42,19.5,12.62,31,65,Worn,Low,8,No,90,"80,001+"
V08243,Sedan,13,160484,110,2523,47,5.1,12.17,40,80,Good,Low,5,No,70,"50,001–80,000"
V08244,Hatchback,13,128609,88,1980,28,17.7,11.37,31,60,Good,Medium,6,Yes,70,"50,001–80,000"
V08245,Sedan,15,153963,93,2617,43,6.0,12.13,30,105,Worn,High,4,No,70,"50,001–80,000"
V08246,Truck,14,166023,104,2416,45,12.1,12.31,35,50,Good,Medium,5,Yes,70,"50,001–80,000"
V08247,SUV,2,166082,109,2817,31,7.1,12.35,32,89,Worn,High,12,Yes,50,"25,001–50,000"
V08248,Truck,6,181133,91,2099,50,16.5,12.8,40,58,Good,Medium,8,Yes,100,"80,001+"
V08249,SUV,4,159808,102,2127,31,19.2,11.45,37,79,Critical,Medium,6,No,60,"50,001–80,000"
V08250,Sedan,3,66377,89,2709,20,19.0,12.53,35,76,Good,High,1,Yes,60,"50,001–80,000"
V08251,Hatchback,11,191858,105,2704,34,13.1,12.55,33,41,Worn,High,3,No,50,"25,001–50,000"
V08252,SUV,5,92249,96,2773,48,18.4,12.06,42,101,Critical,High,6,No,60,"50,001–80,000"
V08253,Sedan,14,79243,107,2436,21,7.6,11.64,36,98,Good,Low,4,No,50,"25,001–50,000"
V08254,Sedan,11,108607,97,2251,44,5.6,12.21,41,82,Moderate,High,7,Yes,70,"50,001–80,000"
V08255,Hatchback,3,32542,89,2937,48,17.4,11.85,36,83,Worn,Medium,4,Yes,100,"80,001+"
V08256,SUV,11,129113,101,2028,20,9.7,12.15,32,78,Good,Low,3,No,50,"25,001–50,000"
V08257,Sedan,1,69438,101,2361,49,6.2,11.05,43,100,Good,Low,12,No,70,"50,001–80,000"
V08258,Truck,8,169016,102,1849,29,5.9,11.16,33,63,Worn,Medium,11,Yes,50,"25,001–50,000"
V08259,Sedan,5,64545,92,2643,43,15.7,12.32,30,35,Critical,Medium,7,Yes,80,"80,001+"
V08260,Hatchback,9,129411,108,1898,47,10.3,11.01,33,106,Good,Low,1,No,80,"80,001+"
V08261,Hatchback,4,51312,90,1657,26,18.8,11.63,36,51,Moderate,Medium,1,No,80,"80,001+"
V08262,Truck,7,38051,99,1708,46,8.7,11.1,32,96,Worn,Medium,10,No,90,"80,001+"
V08263,Truck,14,68387,95,1998,30,6.3,12.92,31,102,Critical,High,1,No,50,"25,001–50,000"
V08264,SUV,14,29774,101,2611,27,6.7,12.81,38,88,Good,Low,6,No,50,"25,001–50,000"
V08265,SUV,12,154123,106,2965,43,16.2,11.57,34,61,Good,Low,6,Yes,70,"50,001–80,000"
V08266,Truck,2,147139,97,2337,47,15.9,11.93,34,68,Worn,High,2,No,80,"80,001+"
V08267,Truck,15,30023,100,2651,26,18.0,11.28,42,32,Good,High,8,Yes,50,"25,001–50,000"
V08268,Hatchback,13,127654,102,2122,40,9.3,11.02,45,89,Good,Medium,2,No,70,"50,001–80,000"
V08269,Sedan,7,137747,89,2999,30,15.5,11.97,33,92,Worn,Medium,3,No,100,"80,001+"
V08270,Sedan,7,171954,92,1547,48,17.3,11.57,39,79,Good,High,2,No,80,"80,001+"
V08271,Hatchback,12,190818,95,1760,38,19.4,11.09,41,43,Worn,Low,9,No,80,"80,001+"
V08272,Sedan,9,121246,104,1754,29,7.5,11.74,42,97,Worn,Medium,4,No,60,"50,001–80,000"
V08273,SUV,10,113238,88,1582,34,18.4,11.86,36,97,Moderate,Medium,5,Yes,100,"80,001+"
V08274,SUV,11,165597,91,2667,44,6.6,11.67,30,30,Moderate,Low,12,No,80,"80,001+"
V08275,Hatchback,4,61862,91,1646,29,15.9,12.14,37,89,Worn,Medium,2,Yes,80,"80,001+"
V08276,SUV,9,60189,97,2245,22,18.8,12.99,38,63,Critical,Low,5,No,60,"50,001–80,000"
V08277,Truck,9,59601,103,2028,28,13.7,12.39,32,59,Good,Low,11,Yes,50,"25,001–50,000"
V08278,Sedan,6,65163,91,2340,32,19.7,11.4,36,101,Worn,High,9,No,70,"50,001–80,000"
V08279,SUV,14,182804,110,2347,48,14.3,12.28,43,36,Critical,Medium,6,No,50,"25,001–50,000"
V08280,Truck,3,82371,97,1539,41,13.5,11.26,31,47,Good,High,2,Yes,80,"80,001+"
V08281,Sedan,15,124533,96,2675,49,9.9,11.2,43,66,Worn,Medium,6,No,90,"80,001+"
V08282,SUV,14,44176,104,2178,39,19.6,11.14,44,40,Moderate,Low,6,Yes,70,"50,001–80,000"
V08283,Truck,2,60814,93,2922,25,7.1,12.21,40,66,Moderate,High,11,No,50,"25,001–50,000"
V08284,Sedan,4,100489,108,2214,32,10.0,11.56,39,81,Critical,Low,8,Yes,60,"50,001–80,000"
V08285,SUV,8,123056,85,1852,46,11.7,11.51,42,46,Worn,Low,10,No,90,"80,001+"
V08286,Sedan,14,185585,85,2975,27,19.4,12.02,41,84,Worn,Medium,10,No,60,"50,001–80,000"
V08287,Sedan,1,13021,97,2998,20,18.3,11.26,36,81,Critical,Medium,3,No,60,"50,001–80,000"
V08288,Truck,3,89007,95,2755,26,9.3,11.79,45,71,Moderate,Medium,5,Yes,80,"80,001+"
V08289,Hatchback,6,96560,102,2967,47,19.5,11.61,31,69,Worn,Medium,2,Yes,80,"80,001+"
V08290,Truck,11,10889,103,2596,38,18.8,11.43,39,76,Critical,High,9,No,20,"10,001–25,000"
V08291,Sedan,1,36275,98,2013,43,11.4,11.46,31,53,Worn,High,2,No,80,"80,001+"
V08292,Sedan,10,116857,89,2606,45,18.4,12.67,30,46,Critical,Medium,12,Yes,70,"50,001–80,000"
V08293,Truck,14,157607,96,1706,38,11.6,12.88,41,98,Critical,Low,11,No,60,"50,001–80,000"
V08294,SUV,9,20366,89,2060,21,17.9,12.51,31,48,Moderate,Medium,10,No,70,"50,001–80,000"
V08295,Truck,6,132535,100,1943,42,19.0,12.62,33,84,Good,Low,8,No,100,"80,001+"
V08296,Truck,8,187701,92,1570,40,8.0,12.81,38,52,Worn,Medium,6,Yes,100,"80,001+"
V08297,Hatchback,10,82658,93,2406,49,17.4,11.57,44,94,Critical,High,10,Yes,50,"25,001–50,000"
V08298,SUV,15,116906,108,2606,20,5.2,12.37,40,86,Moderate,Medium,5,Yes,50,"25,001–50,000"
V08299,Sedan,6,154079,94,2283,41,7.3,12.55,39,91,Worn,Medium,9,No,90,"80,001+"
V08300,Truck,15,148359,110,2959,28,8.6,12.95,33,35,Good,High,9,Yes,20,"10,001–25,000"
V08301,Hatchback,4,109948,101,2946,30,5.2,12.99,44,95,Critical,Low,4,No,60,"50,001–80,000"
V08302,Hatchback,2,34249,85,2238,48,6.6,12.93,43,60,Good,Medium,12,Yes,90,"80,001+"
V08303,SUV,5,196998,95,1581,39,6.0,12.0,45,80,Worn,Medium,9,Yes,90,"80,001+"
V08304,SUV,3,70685,90,2321,45,17.7,11.09,31,49,Critical,Medium,5,Yes,80,"80,001+"
V08305,Truck,11,66843,99,1872,42,17.0,12.9,40,96,Worn,Low,3,Yes,90,"80,001+"
V08306,Sedan,3,67040,87,1875,33,9.6,12.19,40,71,Worn,High,10,No,70,"50,001–80,000"
V08307,Hatchback,10,156230,108,2533,36,9.0,12.85,34,59,Critical,High,10,No,30,"10,001–25,000"
V08308,Truck,13,197665,97,1898,36,8.0,11.54,39,73,Moderate,High,8,No,70,"50,001–80,000"
V08309,Sedan,7,67738,88,2115,45,17.4,11.27,36,106,Moderate,High,1,No,80,"80,001+"
V08310,Truck,11,19703,93,2450,33,7.9,11.85,32,50,Critical,Low,3,Yes,70,"50,001–80,000"
V08311,Truck,3,182292,108,2040,36,11.1,11.52,34,58,Critical,Low,1,Yes,60,"50,001–80,000"
V08312,Truck,11,113756,90,2176,34,16.0,12.57,31,109,Moderate,Medium,12,Yes,80,"80,001+"
V08313,Truck,1,145882,87,1858,33,19.4,12.28,37,77,Moderate,Low,3,No,100,"80,001+"
V08314,SUV,14,62128,101,2713,32,6.8,12.52,44,48,Worn,Medium,11,Yes,60,"50,001–80,000"
V08315,SUV,14,140356,96,1915,36,10.7,11.41,34,64,Good,Low,10,No,80,"80,001+"
V08316,Truck,4,100038,91,2590,35,13.3,12.27,34,90,Critical,High,6,No,60,"50,001–80,000"
V08317,Hatchback,8,117063,105,1760,28,17.5,12.27,35,64,Critical,High,9,Yes,10,"0–10,000"
V08318,SUV,12,199686,93,1765,43,5.2,11.39,39,52,Critical,Low,5,No,70,"50,001–80,000"
V08319,Sedan,8,91780,103,1971,46,11.1,11.35,34,57,Good,High,12,No,50,"25,001–50,000"
V08320,SUV,8,141402,105,2233,47,17.5,12.96,37,100,Critical,High,5,No,40,"25,001–50,000"
V08321,Sedan,4,81052,110,2610,47,7.1,12.04,45,37,Moderate,High,8,No,60,"50,001–80,000"
V08322,Sedan,4,71127,108,1539,34,15.9,11.2,36,78,Good,Low,5,Yes,80,"80,001+"
V08323,Hatchback,14,19554,98,2204,43,12.8,11.95,34,69,Worn,High,6,No,70,"50,001–80,000"
V08324,Sedan,3,53674,86,2933,30,10.2,11.63,41,90,Worn,Medium,11,No,90,"80,001+"
V08325,Truck,14,55724,98,2367,40,16.7,12.23,31,77,Worn,High,11,No,60,"50,001–80,000"
V08326,SUV,9,191853,95,2329,28,14.2,11.98,35,58,Good,Low,5,No,80,"80,001+"
V08327,SUV,14,161828,101,2229,39,18.8,11.88,40,109,Good,Low,3,No,70,"50,001–80,000"
V08328,SUV,9,192411,93,1721,31,14.9,11.56,44,59,Moderate,Medium,7,Yes,100,"80,001+"
V08329,Truck,1,24600,97,1988,36,19.0,11.9,36,82,Worn,Low,9,Yes,90,"80,001+"
V08330,SUV,10,187068,98,1656,24,19.5,11.26,38,35,Worn,Low,5,Yes,80,"80,001+"
V08331,SUV,4,5040,96,2182,44,11.8,11.83,37,78,Moderate,High,2,Yes,80,"80,001+"
V08332,SUV,10,34362,92,2122,50,12.0,11.93,39,58,Moderate,Low,4,Yes,100,"80,001+"
V08333,Truck,15,85708,94,2040,28,15.8,12.77,40,101,Moderate,High,10,No,40,"25,001–50,000"
V08334,Truck,14,178107,86,2364,22,10.0,12.02,35,94,Good,Low,1,No,70,"50,001–80,000"
V08335,Truck,11,198032,91,2484,22,6.0,12.1,45,34,Critical,Low,1,Yes,50,"25,001–50,000"
V08336,SUV,1,175113,91,2299,37,15.4,12.21,35,63,Good,Medium,9,No,90,"80,001+"
V08337,Truck,2,50431,94,2307,38,19.1,12.13,37,58,Moderate,Low,2,Yes,100,"80,001+"
V08338,Truck,3,123044,97,1708,24,7.2,12.73,35,50,Worn,High,6,Yes,60,"50,001–80,000"
V08339,Truck,6,30045,93,1653,47,15.4,11.77,36,61,Good,Low,1,Yes,100,"80,001+"
V08340,Hatchback,11,100961,101,1653,45,18.5,11.81,39,108,Worn,Medium,8,Yes,70,"50,001–80,000"
V08341,Hatchback,4,78206,101,2979,31,5.3,11.43,30,44,Moderate,High,5,No,60,"50,001–80,000"
V08342,Truck,11,54299,92,2743,25,15.9,11.6,38,103,Worn,Medium,7,No,70,"50,001–80,000"
V08343,SUV,2,141469,101,1957,23,9.2,12.14,33,69,Worn,Low,1,Yes,60,"50,001–80,000"
V08344,Hatchback,2,182608,91,1735,23,11.7,11.98,39,82,Moderate,Low,2,Yes,80,"80,001+"
V08345,Sedan,11,108891,109,2965,32,12.6,12.15,39,110,Moderate,High,8,Yes,50,"25,001–50,000"
V08346,Sedan,12,89065,89,2985,22,12.7,11.59,31,107,Moderate,Low,3,No,70,"50,001–80,000"
V08347,Truck,13,188959,88,2769,40,18.1,11.44,45,64,Critical,High,11,No,40,"25,001–50,000"
V08348,Sedan,12,78220,92,2770,48,14.0,11.44,32,54,Worn,Medium,6,Yes,90,"80,001+"
V08349,Truck,11,104433,95,2001,20,11.0,12.6,35,31,Critical,High,3,Yes,30,"10,001–25,000"
V08350,Sedan,9,120551,108,2531,34,6.2,12.12,39,72,Good,Low,8,Yes,80,"80,001+"
V08351,Sedan,11,138858,104,2999,42,6.7,11.14,39,39,Critical,Medium,6,No,50,"25,001–50,000"
V08352,Hatchback,15,53835,94,2816,29,15.1,12.44,34,63,Moderate,Medium,2,Yes,70,"50,001–80,000"
V08353,Truck,3,12102,104,2456,35,15.7,12.71,30,76,Good,High,9,Yes,50,"25,001–50,000"
V08354,Sedan,3,133796,104,2439,25,14.7,11.67,44,92,Worn,Low,5,Yes,60,"50,001–80,000"
V08355,Sedan,10,75006,110,2122,29,16.0,12.74,45,42,Critical,Low,6,No,40,"25,001–50,000"
V08356,Sedan,6,53665,102,2007,37,13.1,11.12,35,70,Good,Low,10,No,70,"50,001–80,000"
V08357,Sedan,6,159250,105,1527,50,17.3,12.23,45,100,Moderate,Medium,3,Yes,80,"80,001+"
V08358,Hatchback,5,8904,105,1632,38,5.0,12.31,44,110,Worn,High,8,Yes,60,"50,001–80,000"
V08359,SUV,11,50884,92,2158,44,15.9,11.86,44,86,Moderate,Low,12,No,80,"80,001+"
V08360,Hatchback,8,69050,108,1947,46,14.5,12.98,44,82,Critical,Low,2,No,60,"50,001–80,000"
V08361,Truck,13,119553,91,2800,22,14.7,12.97,31,91,Moderate,Medium,11,No,60,"50,001–80,000"
V08362,Hatchback,12,168841,104,2983,22,18.6,12.93,40,47,Worn,High,4,No,30,"10,001–25,000"
V08363,Truck,12,159192,94,2872,36,13.2,11.87,35,89,Good,Low,6,No,90,"80,001+"
V08364,Hatchback,3,31069,108,1958,32,13.5,11.84,34,51,Good,High,9,Yes,50,"25,001–50,000"
V08365,Sedan,5,199695,96,2770,48,6.8,11.92,45,47,Critical,High,6,Yes,60,"50,001–80,000"
V08366,Truck,8,126537,87,2715,28,18.7,11.94,38,62,Good,Low,3,Yes,80,"80,001+"
V08367,Hatchback,12,98383,92,2657,30,9.3,11.94,43,52,Moderate,Medium,4,No,90,"80,001+"
V08368,Hatchback,12,49649,105,1816,28,18.7,12.5,32,80,Moderate,Medium,10,No,40,"25,001–50,000"
V08369,Hatchback,13,137665,86,2712,23,6.2,11.0,39,31,Critical,Medium,2,No,50,"25,001–50,000"
V08370,Sedan,9,135816,94,2995,39,11.3,12.69,41,106,Moderate,High,5,Yes,80,"80,001+"
V08371,Sedan,14,155633,101,1527,47,13.2,12.47,40,110,Good,Medium,5,Yes,70,"50,001–80,000"
V08372,Truck,12,89401,91,2493,25,20.0,12.69,38,44,Critical,Medium,1,Yes,50,"25,001–50,000"
V08373,Hatchback,8,184500,92,2103,49,20.0,12.65,37,75,Good,Low,5,Yes,100,"80,001+"
V08374,Truck,15,163709,98,2073,31,16.0,11.16,31,104,Critical,Medium,5,No,70,"50,001–80,000"
V08375,Sedan,2,15509,91,2933,41,19.0,12.3,34,43,Good,Low,7,No,100,"80,001+"
V08376,Sedan,1,123551,105,1899,21,6.8,11.08,36,96,Moderate,Low,7,Yes,60,"50,001–80,000"
V08377,SUV,12,128189,92,2934,49,19.9,12.13,33,102,Critical,Low,8,No,70,"50,001–80,000"
V08378,Truck,2,197249,100,2107,31,11.4,11.46,42,42,Good,Medium,8,No,100,"80,001+"
V08379,SUV,2,183278,95,2921,46,19.7,11.54,33,64,Critical,Medium,7,Yes,80,"80,001+"
V08380,Truck,7,21029,99,1692,44,16.1,11.92,45,72,Moderate,High,5,No,80,"80,001+"
V08381,Sedan,11,75123,109,2956,35,17.7,12.6,30,35,Worn,High,3,Yes,50,"25,001–50,000"
V08382,Hatchback,15,187701,89,2435,28,5.9,12.16,44,43,Good,Medium,10,Yes,60,"50,001–80,000"
V08383,Sedan,7,70569,92,2652,50,11.2,12.69,33,108,Moderate,High,9,Yes,70,"50,001–80,000"
V08384,Hatchback,2,109525,104,2089,32,17.6,11.63,43,94,Worn,Low,11,Yes,70,"50,001–80,000"
V08385,Hatchback,12,109072,86,2790,26,12.4,12.82,44,40,Worn,Low,12,Yes,60,"50,001–80,000"
V08386,SUV,6,72560,87,2062,32,18.4,11.96,35,30,Critical,Low,6,No,80,"80,001+"
V08387,Sedan,1,153140,91,2114,44,9.1,11.69,41,75,Good,High,12,Yes,70,"50,001–80,000"
V08388,SUV,4,78479,104,2208,43,8.7,12.95,35,109,Moderate,Low,6,Yes,80,"80,001+"
V08389,SUV,14,26303,109,2693,23,18.6,12.36,45,82,Critical,Medium,1,Yes,30,"10,001–25,000"
V08390,Sedan,6,141831,103,2048,28,15.5,12.14,44,37,Moderate,High,1,No,40,"25,001–50,000"
V08391,SUV,6,99556,102,1835,49,12.9,11.41,30,82,Moderate,High,2,Yes,60,"50,001–80,000"
V08392,Sedan,15,46840,91,2758,44,13.3,12.07,31,49,Worn,High,8,Yes,70,"50,001–80,000"
V08393,Truck,7,127440,103,2871,21,13.2,12.47,32,63,Moderate,Low,8,Yes,60,"50,001–80,000"
V08394,Truck,6,117526,101,1623,28,12.3,11.83,45,30,Moderate,High,2,Yes,40,"25,001–50,000"
V08395,Hatchback,13,161356,105,2589,29,13.6,11.39,34,36,Critical,High,6,Yes,10,"0–10,000"
V08396,Sedan,5,35974,109,2033,43,13.2,11.24,31,53,Good,High,9,No,50,"25,001–50,000"
V08397,Hatchback,6,120454,103,2434,25,19.2,11.83,43,35,Good,High,2,No,40,"25,001–50,000"
V08398,Sedan,5,18996,94,2379,24,10.0,12.63,40,61,Good,Low,11,Yes,70,"50,001–80,000"
V08399,Sedan,5,126848,90,2472,44,10.3,11.68,38,61,Critical,Medium,11,No,70,"50,001–80,000"
V08400,Sedan,12,45647,85,1779,49,9.1,12.15,43,47,Worn,Low,4,Yes,90,"80,001+"
V08401,Sedan,6,134507,85,1598,40,10.4,12.7,31,81,Worn,Medium,9,No,90,"80,001+"
V08402,Truck,10,142958,98,1806,49,15.6,12.63,38,91,Critical,Low,10,No,70,"50,001–80,000"
V08403,Sedan,12,151091,87,1777,45,10.6,12.32,32,66,Good,Low,9,No,80,"80,001+"
V08404,SUV,2,107757,91,2020,21,6.6,12.39,30,101,Critical,Low,1,Yes,60,"50,001–80,000"
V08405,Sedan,11,121001,102,2032,40,14.8,12.86,44,53,Critical,Low,11,Yes,40,"25,001–50,000"
V08406,Sedan,11,110153,107,2839,30,8.1,12.6,43,110,Critical,Medium,9,No,40,"25,001–50,000"
V08407,SUV,6,31812,110,2871,39,18.3,11.29,34,53,Good,Medium,5,Yes,80,"80,001+"
V08408,SUV,2,157400,101,1536,22,7.4,11.26,42,44,Worn,Low,6,Yes,60,"50,001–80,000"
V08409,Truck,2,45273,85,2584,39,5.0,11.33,33,74,Moderate,Medium,12,Yes,90,"80,001+"
V08410,SUV,6,124566,99,2442,21,10.4,12.62,44,69,Good,High,3,No,60,"50,001–80,000"
V08411,SUV,9,98224,85,2146,45,19.0,11.55,34,49,Moderate,High,3,No,80,"80,001+"
V08412,SUV,7,12815,91,1696,47,19.6,11.63,30,93,Moderate,Medium,7,Yes,100,"80,001+"
V08413,Truck,12,18750,85,1607,26,18.6,12.55,42,61,Critical,Medium,3,Yes,50,"25,001–50,000"
V08414,Hatchback,3,70101,101,2374,45,5.3,11.38,40,109,Moderate,High,1,No,60,"50,001–80,000"
V08415,Truck,11,195447,103,2319,21,8.8,12.02,44,58,Worn,Low,4,No,50,"25,001–50,000"
V08416,Hatchback,10,110526,99,2334,50,14.6,11.45,33,49,Critical,Low,11,No,70,"50,001–80,000"
V08417,SUV,12,158103,105,2123,34,14.2,12.38,43,58,Critical,High,1,No,30,"10,001–25,000"
V08418,Truck,14,37331,103,1543,42,15.9,12.91,36,88,Critical,High,5,Yes,30,"10,001–25,000"
V08419,Hatchback,15,71376,92,2576,39,13.4,11.97,30,73,Good,Low,7,Yes,90,"80,001+"
V08420,Sedan,3,123408,100,1938,27,6.2,12.09,39,92,Good,Medium,7,Yes,80,"80,001+"
V08421,Truck,12,81152,88,1698,44,19.4,11.36,41,75,Worn,Medium,7,Yes,90,"80,001+"
V08422,Sedan,4,6691,97,2399,39,18.2,11.53,37,82,Moderate,Medium,1,Yes,100,"80,001+"
V08423,Truck,15,112117,108,2665,47,11.4,11.0,43,102,Critical,High,9,No,20,"10,001–25,000"
V08424,Hatchback,15,90707,105,2583,23,10.8,11.66,32,91,Critical,Low,3,Yes,30,"10,001–25,000"
V08425,Hatchback,14,44610,88,1587,43,13.5,12.93,42,63,Good,Medium,6,Yes,90,"80,001+"
V08426,Hatchback,13,14254,108,1539,45,17.6,12.29,38,44,Moderate,Medium,10,No,60,"50,001–80,000"
V08427,Hatchback,9,73951,106,2404,26,6.4,12.98,31,32,Moderate,Medium,2,No,60,"50,001–80,000"
V08428,Truck,1,135807,101,2756,34,7.4,11.06,37,72,Moderate,Low,1,No,80,"80,001+"
V08429,Truck,15,53817,102,2747,28,17.2,11.54,35,53,Critical,Medium,11,Yes,20,"10,001–25,000"
V08430,SUV,15,42007,93,2431,43,14.7,11.05,38,45,Moderate,Medium,6,Yes,90,"80,001+"
V08431,Truck,5,196326,109,1524,36,12.7,12.81,39,108,Good,Medium,7,No,80,"80,001+"
V08432,Truck,12,75295,93,2070,30,10.3,11.73,32,86,Critical,High,6,No,50,"25,001–50,000"
V08433,SUV,7,78701,92,2380,49,18.4,12.23,41,97,Good,Medium,11,No,90,"80,001+"
V08434,Truck,1,18738,104,1758,32,9.2,11.38,33,68,Critical,Medium,2,No,60,"50,001–80,000"
V08435,Hatchback,11,75000,105,2825,41,10.1,12.5,33,62,Moderate,Low,12,Yes,60,"50,001–80,000"
V08436,Sedan,14,124040,94,2996,42,19.9,12.24,37,82,Worn,Low,9,Yes,80,"80,001+"
V08437,SUV,12,155179,94,1686,25,13.2,11.54,44,91,Moderate,Medium,4,Yes,70,"50,001–80,000"
V08438,Hatchback,6,49688,95,2346,24,16.1,11.59,30,91,Critical,Low,5,No,60,"50,001–80,000"
V08439,Hatchback,15,185599,95,1887,21,11.6,12.82,35,62,Critical,Low,6,No,50,"25,001–50,000"
V08440,Sedan,3,32608,103,2141,50,18.8,12.8,43,35,Critical,High,7,No,40,"25,001–50,000"
V08441,Truck,9,71491,96,2313,26,9.3,11.66,34,86,Moderate,High,2,Yes,60,"50,001–80,000"
V08442,SUV,13,135115,93,2559,47,12.1,12.72,37,50,Critical,Low,1,No,70,"50,001–80,000"
V08443,Truck,6,16874,95,1540,46,17.9,11.65,30,51,Critical,Low,11,Yes,70,"50,001–80,000"
V08444,Sedan,11,13519,110,2959,47,9.3,11.24,34,43,Moderate,Medium,11,No,60,"50,001–80,000"
V08445,SUV,6,151114,86,2764,47,15.4,12.33,38,34,Moderate,High,9,Yes,70,"50,001–80,000"
V08446,SUV,4,156919,96,2204,32,5.3,12.73,43,97,Critical,Low,4,No,80,"80,001+"
V08447,SUV,2,50716,106,2137,25,9.1,11.18,45,100,Worn,High,8,No,40,"25,001–50,000"
V08448,Hatchback,3,81728,108,2068,48,18.4,12.4,38,68,Moderate,High,9,Yes,50,"25,001–50,000"
V08449,Truck,2,73860,87,2866,26,19.9,11.84,41,65,Critical,Low,2,No,60,"50,001–80,000"
V08450,Truck,1,174076,96,1917,33,8.6,12.33,37,102,Worn,High,3,No,80,"80,001+"
V08451,Hatchback,12,9419,91,2206,29,18.6,11.62,32,56,Critical,Low,9,Yes,40,"25,001–50,000"
V08452,Sedan,2,48619,99,2754,50,18.1,11.44,30,102,Moderate,Low,9,No,90,"80,001+"
V08453,Hatchback,10,8220,101,1824,26,6.5,11.63,40,39,Good,Medium,3,Yes,60,"50,001–80,000"
V08454,SUV,4,32040,86,2704,49,18.1,12.92,33,104,Critical,Medium,7,No,80,"80,001+"
V08455,SUV,8,37202,102,1861,31,14.1,11.71,44,56,Moderate,High,9,No,50,"25,001–50,000"
V08456,Truck,12,37409,89,2865,31,9.6,11.32,39,47,Moderate,Medium,2,Yes,90,"80,001+"
V08457,SUV,1,175037,85,1745,47,6.6,12.22,40,77,Good,High,12,Yes,70,"50,001–80,000"
V08458,Hatchback,15,37783,91,1970,36,19.4,12.69,42,30,Good,High,10,No,60,"50,001–80,000"
V08459,Truck,4,177866,97,2034,50,11.7,12.15,35,95,Critical,Low,5,No,80,"80,001+"
V08460,Hatchback,9,166260,99,2835,20,13.9,11.49,37,32,Worn,Medium,6,Yes,80,"80,001+"
V08461,SUV,14,16475,101,2346,28,9.7,12.41,33,82,Critical,Low,11,No,20,"10,001–25,000"
V08462,Truck,11,165706,89,2262,25,9.3,12.48,39,101,Critical,High,11,Yes,20,"10,001–25,000"
V08463,Hatchback,4,113829,103,2259,32,6.5,12.01,39,99,Moderate,Medium,7,Yes,80,"80,001+"
V08464,SUV,7,189882,102,1572,48,15.3,11.29,31,82,Good,Low,4,No,80,"80,001+"
V08465,Hatchback,2,129227,85,1720,46,12.3,12.16,44,54,Moderate,Medium,3,No,100,"80,001+"
V08466,Truck,9,104157,94,1587,40,15.4,12.38,34,59,Moderate,Low,5,Yes,100,"80,001+"
