Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect,Remaining_KM
Truck,2,228825,102,2603,23,7.7,12.28,40,33,Good,High,10,Yes,10000-25000,17823.79907423076
Truck,12,9637,95,811,23,10.8,12.6,33,36,Worn,Low,6,No,25000-50000,41477.084851571875
Hatchback,5,193738,89,3301,39,19.8,12.29,39,32,Worn,Medium,5,No,50000-80000,78692.76912803945
Truck,4,249084,107,1939,32,5.5,12.11,37,30,Worn,Medium,10,No,10000-25000,17664.36099616185
Truck,8,113707,107,1937,24,7.1,11.98,43,31,Moderate,Medium,1,Yes,10000-25000,22858.73544691092
SUV,8,236052,96,1462,39,14.2,12.79,38,34,Good,Low,12,No,50000-80000,70172.6795146992
SUV,9,85514,89,2576,29,12.5,12.64,38,36,Good,High,10,No,50000-80000,62620.89679380551
Truck,6,100098,104,2619,37,4.9,11.93,28,31,Worn,High,12,Yes,3000-10000,5111.93087699629
Sedan,9,245309,88,1850,42,13.6,12.05,39,36,Good,High,12,No,25000-50000,39768.51382563429
SUV,8,188212,100,2049,39,13.6,12.49,39,35,Good,Low,8,No,80000+,94682.96460781376
Sedan,11,19126,90,1185,39,11.2,12.4,36,35,Moderate,Low,2,Yes,80000+,91616.14677739756
Truck,11,158611,103,936,30,9.1,11.72,30,31,Moderate,Medium,7,No,25000-50000,41208.33601866821
SUV,2,169777,97,2264,23,11.5,11.75,35,34,Good,High,5,No,25000-50000,43186.31106911722
Sedan,1,79502,95,2830,27,15.8,12.75,26,36,Good,High,5,No,25000-50000,40888.01367184481
Truck,11,76721,105,2856,24,3.9,12.32,27,31,Good,Medium,5,No,25000-50000,29163.615043885035
Sedan,3,129309,97,3191,40,18.3,12.0,35,29,Good,High,3,No,25000-50000,40312.370279902614
Sedan,7,183012,95,2447,40,15.5,11.72,28,36,Critical,Low,3,No,25000-50000,32226.31447540894
SUV,7,163072,102,3409,36,11.3,12.22,44,34,Worn,Low,10,No,80000+,85121.26070180701
SUV,1,209401,99,2399,27,14.6,11.87,39,28,Good,Low,10,No,80000+,90238.56181726098
Sedan,2,53782,83,2801,38,17.2,11.93,37,28,Moderate,Low,8,No,80000+,84888.10792939787
SUV,4,181035,94,3423,33,13.3,12.09,28,30,Good,Medium,3,No,80000+,86805.97701379999
SUV,11,110660,96,3097,26,10.0,12.49,31,35,Moderate,Low,12,No,25000-50000,42523.71285484092
SUV,1,163665,103,1635,37,14.1,12.56,44,31,Good,Medium,7,Yes,50000-80000,77059.73006558546
Sedan,5,190337,92,2090,32,14.9,11.82,29,30,Worn,High,7,No,25000-50000,25410.35174360846
SUV,2,218488,93,628,31,12.6,12.15,25,32,Moderate,Medium,8,No,50000-80000,73591.49066171207
Sedan,6,116328,91,2716,37,15.1,11.72,44,31,Moderate,High,4,Yes,25000-50000,29976.20107519658
Hatchback,9,217933,86,2864,42,21.0,12.44,39,33,Good,High,12,No,25000-50000,40249.883581907925
Sedan,7,167671,92,1422,41,15.0,12.79,38,36,Good,Low,1,No,80000+,92403.16104363393
SUV,9,187272,104,1614,36,12.3,11.82,25,33,Moderate,Low,11,Yes,25000-50000,45634.246100880686
Hatchback,6,117395,93,1298,39,20.7,11.89,26,30,Moderate,Low,5,No,80000+,93813.14671370156
Hatchback,3,151157,87,2762,38,21.1,11.94,43,35,Good,Medium,5,No,80000+,95366.32016203138
SUV,7,128293,101,2418,34,8.7,12.4,31,35,Moderate,Low,4,No,50000-80000,78686.7485181344
SUV,12,230296,90,1873,31,14.2,12.33,44,33,Critical,Medium,3,No,25000-50000,30721.442967731193
Truck,7,168559,109,3397,20,8.0,11.92,28,30,Worn,Medium,12,No,0-3000,178.65767693320043
Truck,10,50473,109,1052,30,6.1,11.94,45,29,Good,Low,4,Yes,10000-25000,17512.590321670894
Hatchback,12,97917,97,1698,35,14.0,12.09,40,35,Worn,Low,12,Yes,10000-25000,17117.074777221118
Sedan,2,223834,94,1617,40,18.4,11.79,36,32,Good,Medium,5,No,80000+,92384.96668664084
Truck,8,46956,101,648,33,6.2,12.16,36,32,Good,Low,4,Yes,25000-50000,48172.96727985365
Sedan,5,181527,99,1739,36,16.6,12.09,30,31,Good,Medium,2,No,80000+,90267.09420922065
Hatchback,6,62415,88,2142,37,17.6,12.74,45,34,Moderate,Low,3,Yes,50000-80000,77828.10106547034
SUV,1,219640,100,2578,36,8.6,12.55,38,30,Good,High,11,Yes,10000-25000,19109.5581677199
Hatchback,10,110028,96,3109,46,15.2,12.23,40,35,Moderate,Low,8,No,50000-80000,74965.70764591199
SUV,7,166929,100,2779,36,12.3,11.7,26,35,Good,High,12,Yes,10000-25000,17489.275247726753
SUV,11,221953,90,3075,34,10.8,12.38,34,33,Critical,Medium,10,Yes,25000-50000,28361.504922809207
Truck,8,73359,103,2370,31,8.0,12.28,39,36,Good,High,5,No,10000-25000,21962.286479922182
Hatchback,6,84215,97,1451,36,21.6,11.71,42,31,Good,Medium,1,No,80000+,87858.47455964366
Truck,9,220588,108,1751,23,10.0,12.6,27,32,Good,Medium,10,No,10000-25000,11382.651493930138
Sedan,4,243449,99,2970,31,13.9,12.42,30,32,Critical,Low,3,No,25000-50000,42086.70995526674
Sedan,12,39495,92,759,40,17.7,12.33,45,36,Worn,Low,10,No,80000+,87200.2294028885
Hatchback,3,26953,88,2979,36,15.6,11.99,27,32,Moderate,Low,10,No,80000+,96630.29445163826
Sedan,2,92053,91,1890,28,12.4,12.64,36,29,Good,Low,12,No,50000-80000,55884.71184215235
Sedan,9,11382,95,3115,40,14.7,12.16,31,34,Good,High,3,No,25000-50000,42209.79303866014
SUV,10,246014,103,1096,38,15.0,12.37,41,28,Good,Low,10,No,80000+,90668.19373998126
Hatchback,4,77010,89,3168,38,15.6,11.74,38,31,Worn,Medium,12,No,25000-50000,31374.094896146482
Hatchback,7,205142,91,2705,41,14.0,12.19,33,31,Good,Low,12,No,50000-80000,69595.26942618958
Hatchback,7,123250,90,1557,33,15.7,12.33,41,34,Good,Low,5,No,80000+,95421.79841791901
Sedan,1,57115,100,1677,37,15.3,11.92,28,35,Good,Low,8,No,80000+,94422.01714090275
Sedan,5,15486,101,765,36,11.0,11.85,45,33,Good,Low,7,No,80000+,89211.53791908576
SUV,10,115318,93,1646,31,10.6,12.6,37,28,Good,Medium,10,No,80000+,90334.55890524088
SUV,10,47792,91,2514,25,11.2,12.21,28,31,Good,Low,2,No,80000+,94164.28333524063
Truck,6,61770,98,2827,25,5.1,12.68,35,33,Good,High,9,No,10000-25000,17060.250619627568
Hatchback,7,53295,94,2844,35,21.7,12.66,30,28,Moderate,Medium,3,No,50000-80000,53823.72024739644
Truck,1,194790,109,642,18,5.3,12.21,38,33,Worn,Medium,8,No,3000-10000,6891.02974807829
Hatchback,2,233703,89,3074,32,19.6,12.43,39,29,Critical,High,8,No,10000-25000,18054.95270114459
Hatchback,2,82144,101,2899,43,15.0,12.37,40,35,Moderate,Low,9,Yes,50000-80000,74875.69217986002
Truck,5,211815,112,2343,21,4.8,12.25,40,29,Good,Medium,5,No,3000-10000,9445.310233369404
Hatchback,9,216100,92,1564,35,16.1,12.3,38,35,Good,Low,9,No,80000+,94407.72531693072
Sedan,5,5706,87,2083,37,16.5,12.61,30,35,Moderate,High,7,No,25000-50000,49937.501534375624
SUV,4,115698,92,752,37,11.5,12.71,39,36,Good,Low,5,Yes,80000+,87963.16270438113
Sedan,9,97948,94,2296,33,15.2,12.05,26,28,Good,Medium,7,No,50000-80000,54238.69121865926
Truck,4,233963,116,1020,25,7.3,12.29,36,36,Moderate,Low,9,No,10000-25000,19913.11747760044
Sedan,5,103548,94,996,27,17.2,11.81,35,35,Moderate,High,2,No,25000-50000,28299.769871894066
Sedan,9,12473,96,1899,25,11.9,12.23,33,35,Worn,Medium,2,No,50000-80000,77829.05099587834
SUV,4,95709,99,839,43,9.6,12.68,30,33,Good,High,6,No,50000-80000,52300.61102700447
Sedan,9,119496,88,831,35,12.7,12.63,38,33,Worn,Low,3,No,50000-80000,53065.65462089212
SUV,12,203352,92,1516,28,8.9,12.21,27,36,Worn,Medium,2,No,80000+,93690.32329881651
Sedan,8,204394,85,959,30,13.3,12.26,40,30,Good,Low,2,No,80000+,87086.90460689583
SUV,5,221458,105,2405,36,13.3,12.0,27,36,Moderate,Low,1,No,80000+,87762.95549728977
Sedan,6,218227,87,2889,35,16.4,12.47,30,36,Good,Low,10,No,80000+,88837.43326228512
Truck,2,166668,114,2914,18,10.1,11.85,38,30,Critical,Low,5,No,0-3000,736.0882347346566
Sedan,8,116507,101,2984,36,16.1,12.5,39,30,Moderate,Low,12,No,25000-50000,32367.42312005252
SUV,6,179661,96,3139,33,11.2,11.81,25,34,Worn,High,8,No,25000-50000,45956.23615602244
Truck,2,198222,103,2860,26,7.3,12.27,45,33,Critical,Low,1,No,25000-50000,45374.88715151326
SUV,7,187919,93,2942,32,11.2,12.01,31,28,Good,Low,7,No,80000+,92821.24280005872
Truck,6,50606,97,2370,34,7.1,12.55,39,36,Critical,Low,12,No,3000-10000,6550.489149318258
SUV,3,166929,100,1083,31,8.3,12.7,41,33,Critical,Medium,2,No,25000-50000,46337.17193784463
Hatchback,8,41890,97,3390,34,16.7,12.42,30,29,Good,Low,8,No,50000-80000,78427.53370518316
Sedan,7,123005,95,1861,28,19.0,12.79,32,36,Good,Medium,8,No,50000-80000,73975.83918381794
Sedan,10,37387,95,1417,37,13.5,12.04,44,36,Moderate,High,4,No,25000-50000,32228.621220922487
Truck,7,140904,100,1207,24,6.1,12.4,38,33,Worn,Medium,8,No,25000-50000,36327.408876878886
Hatchback,4,229238,90,2551,39,14.3,12.08,37,31,Moderate,High,10,Yes,25000-50000,44589.82581158558
SUV,2,27146,92,1476,32,10.4,12.42,41,29,Worn,High,12,No,10000-25000,22228.98117798719
Sedan,5,45507,94,1206,27,17.2,11.81,39,36,Good,High,2,No,50000-80000,75021.97415739307
SUV,3,159458,98,929,37,8.6,12.54,38,33,Good,Medium,5,Yes,50000-80000,70098.19250308821
Sedan,11,83912,99,3047,33,17.0,12.68,25,30,Good,Low,10,No,50000-80000,58116.033816139105
Hatchback,4,129466,88,795,37,15.8,11.88,43,36,Moderate,Medium,2,No,80000+,98843.29217539926
Hatchback,12,110568,94,3467,37,20.3,11.72,28,30,Critical,Medium,8,No,25000-50000,49901.26809692876
Truck,8,227116,113,1855,33,5.7,11.96,31,35,Worn,Low,8,Yes,10000-25000,23827.11790487566
Sedan,2,170322,102,1799,38,15.7,12.48,31,31,Critical,Low,5,No,25000-50000,30953.52309833073
Hatchback,1,143566,91,1910,31,18.4,12.21,45,33,Worn,Medium,11,No,25000-50000,43063.31803956287
SUV,7,190484,98,2198,41,12.7,12.44,27,34,Good,High,7,No,50000-80000,64507.18626841726
Sedan,2,207200,100,2983,33,13.4,11.76,45,28,Critical,Low,11,No,10000-25000,18496.631854973766
Truck,2,126223,110,1336,31,8.2,12.36,25,34,Moderate,Medium,5,No,10000-25000,20830.172368099447
Sedan,6,163666,91,884,40,16.1,12.23,27,29,Moderate,Low,12,No,50000-80000,62678.90625111873
Sedan,10,151631,87,3454,30,14.9,12.09,34,34,Good,Medium,1,No,80000+,86708.53694397172
SUV,9,111086,99,2144,34,11.5,12.15,44,34,Good,Low,2,No,80000+,95580.42952074515
Truck,8,104234,111,1497,33,7.3,12.56,28,31,Good,Low,5,No,25000-50000,29785.86814323136
SUV,1,243291,105,1347,38,11.7,12.58,41,35,Good,Medium,11,No,50000-80000,54769.767551433084
Hatchback,11,42197,85,1703,36,22.3,11.97,44,35,Critical,Medium,8,No,25000-50000,47443.99262141328
Hatchback,3,210938,94,2060,38,15.7,12.31,33,28,Good,High,6,No,50000-80000,62656.30762890773
Truck,10,194715,97,1723,25,7.4,11.95,37,33,Good,Medium,4,No,25000-50000,48301.02329112755
Truck,10,102674,110,1118,30,8.3,12.71,43,34,Good,Low,12,Yes,3000-10000,4485.744210721694
Hatchback,1,46393,87,1507,33,21.7,11.93,32,29,Moderate,High,1,No,25000-50000,43147.99193293796
SUV,12,90348,98,1569,36,9.9,11.88,27,35,Good,High,5,No,50000-80000,60423.85607842759
Sedan,10,92971,97,2613,33,13.4,12.79,25,33,Worn,Medium,11,No,10000-25000,20888.785092733662
Hatchback,12,72756,93,1955,47,21.5,12.1,28,28,Good,Medium,8,No,80000+,98898.41848761005
SUV,4,62628,89,1814,25,12.6,12.68,25,33,Critical,Low,9,No,50000-80000,63306.40494161971
Hatchback,11,241495,92,1385,37,14.1,12.18,37,35,Moderate,Medium,12,No,25000-50000,36996.52691699312
Hatchback,2,36423,87,2236,33,22.6,12.24,40,32,Worn,Low,10,No,50000-80000,76562.79634178912
Sedan,2,83774,84,648,28,14.4,11.92,31,36,Good,Low,1,No,80000+,97040.05448370588
Truck,10,55277,113,3371,37,7.9,11.97,28,36,Good,Medium,11,Yes,3000-10000,6208.944829085591
SUV,8,189508,104,951,36,11.7,11.77,31,35,Good,Low,9,No,80000+,86693.40588920601
Hatchback,1,214188,95,1169,44,18.2,12.65,38,34,Moderate,Low,2,No,80000+,93622.01823760131
Sedan,11,61211,94,724,32,13.0,12.22,35,28,Good,High,1,No,50000-80000,70411.46920886329
Truck,7,197065,102,1077,24,5.9,12.68,44,34,Moderate,Medium,3,No,25000-50000,35283.58282323842
Sedan,11,6848,98,1288,40,18.3,12.27,29,33,Moderate,Medium,6,No,50000-80000,63732.141081082045
Hatchback,3,136973,89,950,33,13.2,12.29,44,35,Good,Medium,3,No,50000-80000,76415.7741647352
Sedan,10,135791,83,2408,38,16.0,12.24,29,32,Moderate,High,5,No,25000-50000,25856.095148686833
Hatchback,1,172003,94,659,31,16.6,11.86,29,35,Good,Low,1,No,80000+,86124.36490637239
Truck,12,30026,109,1671,35,8.8,12.14,39,34,Moderate,High,7,No,3000-10000,7312.071984751
Hatchback,10,170966,88,3492,33,19.4,12.22,28,29,Moderate,Medium,11,Yes,10000-25000,19709.542972953925
Hatchback,4,218818,92,1424,37,17.3,12.36,26,31,Worn,Medium,9,No,50000-80000,79396.23338688779
SUV,12,18535,104,1169,28,10.9,12.39,40,28,Moderate,Low,3,No,50000-80000,76605.00165064943
Sedan,8,126312,85,3246,44,14.9,12.3,25,34,Moderate,Medium,2,No,80000+,91445.09251548868
SUV,12,33237,96,2815,43,13.2,12.62,31,30,Good,Medium,1,No,80000+,91863.07053512438
Truck,6,7312,99,2687,31,5.3,12.38,31,34,Good,Low,8,No,50000-80000,51198.10400788321
Sedan,1,178869,99,2067,32,16.0,12.73,27,31,Good,Medium,4,No,50000-80000,50963.72245564362
Hatchback,3,172574,94,3343,31,21.7,12.33,42,34,Good,Low,7,No,80000+,91905.27358378003
Truck,12,124575,97,2609,25,5.0,12.15,34,36,Good,Medium,6,No,25000-50000,34169.75008357309
Truck,1,79773,106,3164,32,8.7,12.32,36,30,Critical,Low,1,Yes,3000-10000,6490.043188896185
Hatchback,7,203178,91,1068,37,16.4,12.37,31,32,Moderate,Low,11,No,50000-80000,72319.67688389767
Truck,8,5773,98,811,25,7.8,11.99,31,33,Moderate,Medium,4,No,25000-50000,48229.23067413474
Hatchback,8,63747,90,1066,36,21.7,12.73,43,30,Worn,Low,2,Yes,80000+,87041.99925985774
Sedan,5,134242,84,2737,41,15.4,12.61,34,30,Worn,Low,10,Yes,50000-80000,69968.11504337283
Sedan,9,237313,98,2581,37,16.8,12.6,36,28,Good,Low,6,No,80000+,93477.23899330135
Hatchback,12,115895,97,3328,35,13.0,12.2,38,31,Moderate,Medium,4,No,25000-50000,35623.97239957213
Hatchback,4,245051,97,2545,41,19.1,11.86,41,33,Good,Medium,11,No,25000-50000,35232.949681490965
Truck,6,144874,113,824,32,7.3,11.71,35,35,Good,Medium,5,Yes,10000-25000,11817.182484584373
SUV,5,122244,108,2107,33,14.8,12.75,38,29,Good,Low,5,No,50000-80000,57078.19196452311
Truck,11,14609,98,2772,23,9.5,12.54,25,31,Good,Low,9,No,50000-80000,68704.72185153844
Hatchback,6,216954,91,2403,35,20.5,12.68,44,30,Worn,Medium,11,No,25000-50000,31665.127115046933
Hatchback,1,30113,94,1511,44,15.2,12.27,27,32,Worn,Medium,3,Yes,50000-80000,67182.21989297935
Sedan,1,22126,84,3432,32,16.3,11.72,38,35,Good,High,9,Yes,25000-50000,30700.402041153437
Truck,5,116178,112,2193,25,9.3,12.39,29,32,Worn,Medium,8,No,10000-25000,24169.17804348043
Hatchback,7,194286,101,3398,39,16.9,12.4,29,32,Good,Medium,9,No,50000-80000,74486.25559085025
Truck,9,243224,101,2353,29,5.8,12.73,35,31,Good,Low,9,No,50000-80000,77634.6218044236
Truck,11,178773,110,1807,19,3.9,12.05,43,35,Good,Medium,4,No,3000-10000,5932.397428812506
SUV,5,160872,102,818,36,11.0,11.72,37,32,Worn,High,5,Yes,25000-50000,40407.62078781976
Hatchback,6,9259,98,2468,36,20.2,12.66,40,33,Worn,Medium,10,No,50000-80000,78993.94575466738
Truck,7,119111,93,1897,22,6.6,11.75,41,34,Moderate,Low,4,Yes,25000-50000,39880.054196437275
Truck,3,119847,112,1024,34,8.5,12.78,38,31,Good,High,5,Yes,3000-10000,3194.6632913179933
Hatchback,6,233065,94,1114,46,17.0,11.96,31,28,Good,Low,11,No,50000-80000,79490.44006505844
Sedan,11,121408,90,1254,45,14.0,12.45,38,29,Good,Low,10,No,80000+,96811.34294011645
SUV,2,221881,104,1452,29,11.9,12.12,30,28,Worn,High,10,No,25000-50000,27067.05677298508
Sedan,11,60901,85,2701,39,15.2,12.11,30,33,Good,Low,1,No,80000+,87464.74982812561
Truck,2,165900,99,636,29,3.7,12.29,30,31,Good,Medium,3,No,25000-50000,32693.831790991502
Sedan,6,18258,86,1700,41,11.5,12.48,32,36,Moderate,High,3,No,25000-50000,43394.85195720724
Sedan,5,203488,91,1310,36,16.7,11.91,43,30,Moderate,Low,2,No,80000+,92723.2024985394
Sedan,8,15235,87,2322,39,16.7,11.88,31,28,Moderate,Low,5,Yes,50000-80000,65246.94883202725
Hatchback,10,41637,89,1645,30,14.5,11.82,26,31,Moderate,Low,2,No,80000+,91695.67001809928
Hatchback,3,219530,88,2822,42,20.1,11.72,33,36,Good,Low,3,No,80000+,97385.93753013707
Truck,9,174078,99,3379,24,5.0,12.66,33,31,Good,Low,2,No,50000-80000,77960.2712098815
Hatchback,2,44320,85,2895,33,15.7,12.16,34,29,Good,Medium,5,No,50000-80000,62158.9926124987
Hatchback,7,207022,97,1950,40,21.1,12.29,37,32,Good,Low,2,No,80000+,86577.05491215058
Sedan,8,170882,87,1157,34,13.6,12.0,25,36,Critical,Medium,7,No,25000-50000,26656.06427000026
Truck,12,127677,109,638,30,5.3,11.91,27,33,Moderate,Medium,11,No,3000-10000,7761.8626259667335
SUV,3,172472,94,3278,31,12.8,12.79,40,34,Good,Low,5,Yes,80000+,92923.8121002154
Truck,7,198118,110,3086,30,7.4,12.3,27,29,Worn,High,2,No,3000-10000,4618.6920549565075
SUV,3,147270,90,2595,35,10.2,12.58,25,31,Moderate,Medium,3,No,50000-80000,69237.2616738757
Hatchback,3,101863,92,2837,31,21.3,12.75,43,30,Good,Low,4,No,80000+,98680.88745307723
Hatchback,11,73172,89,2071,38,18.9,11.8,36,30,Good,High,1,No,50000-80000,72927.97110200963
Truck,4,94233,117,700,35,4.4,11.77,27,31,Good,Low,9,No,25000-50000,37460.65899244662
Sedan,10,116292,102,3402,40,14.8,11.71,44,28,Good,Low,4,No,80000+,87675.80423312541
Sedan,7,223634,102,2586,41,16.8,12.59,26,31,Good,Low,12,No,50000-80000,57134.57509546982
Hatchback,12,87269,88,753,32,17.3,12.75,37,33,Good,High,8,No,25000-50000,36852.96755191175
Hatchback,6,37705,96,2499,31,13.8,12.15,39,33,Good,Medium,12,No,25000-50000,43676.187047547704
SUV,4,247330,97,858,33,12.7,12.49,45,36,Good,Low,4,No,80000+,94387.31673549903
Truck,12,34233,106,1318,38,8.1,12.55,26,34,Moderate,Medium,7,Yes,10000-25000,13115.374196068846
Sedan,9,49595,91,1447,27,13.3,12.78,27,30,Moderate,Medium,1,No,50000-80000,67086.43175540044
SUV,1,13026,87,2376,27,11.4,12.68,33,31,Good,High,11,No,25000-50000,38143.586126188035
Truck,2,159824,98,2154,29,7.7,12.47,42,34,Good,Medium,12,Yes,10000-25000,22594.595835235312
Sedan,8,13278,87,872,35,12.4,12.33,32,31,Moderate,High,1,No,25000-50000,48887.21671515574
Hatchback,4,246337,86,3406,31,19.7,11.95,45,28,Worn,High,11,No,10000-25000,12787.933936961086
Truck,1,248557,113,3277,32,6.9,12.4,31,35,Good,Low,2,No,25000-50000,27491.42975818107
Sedan,11,7242,92,2265,40,16.1,12.47,28,32,Good,Low,5,Yes,80000+,93866.39659708911
Sedan,1,203544,98,2383,28,14.8,11.8,29,30,Moderate,Low,12,Yes,10000-25000,17524.68690708056
Sedan,5,200817,100,2433,27,13.9,12.53,28,31,Moderate,Low,5,No,50000-80000,75483.34195536215
Truck,10,28615,113,1262,20,5.7,12.1,44,33,Good,Low,7,No,10000-25000,15567.037804227533
Hatchback,2,7674,92,2897,40,21.6,11.77,40,32,Good,Low,10,No,80000+,87700.88993172662
SUV,11,168647,98,1307,25,11.3,12.4,40,28,Good,Low,4,Yes,50000-80000,51746.49415698249
SUV,8,141201,97,1791,31,12.5,12.48,32,29,Good,Low,9,No,80000+,87086.62276697453
Truck,10,122555,117,2763,22,9.2,12.3,26,35,Good,Medium,6,No,10000-25000,19601.078100541592
Hatchback,11,167659,82,3314,32,13.7,12.43,26,35,Good,Medium,9,No,50000-80000,65382.71394026516
SUV,5,175911,88,1291,30,11.6,12.71,43,32,Critical,Low,10,No,50000-80000,64597.60146237929
SUV,1,79887,98,1053,37,8.4,12.36,38,29,Critical,High,2,Yes,10000-25000,23133.391645250354
Hatchback,5,126424,85,3025,34,16.2,12.03,43,30,Moderate,Low,11,No,25000-50000,43748.439185663214
Sedan,3,36775,102,2242,35,14.2,12.27,45,36,Worn,High,12,Yes,3000-10000,5921.936977387024
Hatchback,10,183586,91,1598,44,18.2,12.16,44,33,Moderate,Medium,8,Yes,50000-80000,67124.67511540497
SUV,6,14235,105,2373,39,11.1,12.22,28,29,Good,Medium,11,Yes,25000-50000,41406.17230692381
Hatchback,5,93515,90,743,36,21.6,12.52,41,35,Good,Low,5,No,80000+,87988.09393438043
Truck,11,129780,94,2084,31,8.9,12.7,36,31,Worn,Low,8,No,50000-80000,61567.66475065219
Hatchback,10,85590,87,1377,46,20.5,12.62,32,32,Good,Low,1,Yes,80000+,93498.90706442451
Truck,6,134058,116,2635,23,8.5,12.27,25,30,Good,Low,8,Yes,10000-25000,14540.727125128178
Sedan,4,177985,97,1686,30,14.8,12.08,36,35,Good,Medium,11,No,25000-50000,41796.34105692167
SUV,6,81198,97,898,35,10.1,12.64,25,34,Good,Medium,12,No,25000-50000,44384.44554157387
Truck,5,248614,107,2039,36,3.5,12.04,38,36,Critical,Low,11,No,3000-10000,3637.9047621778177
SUV,2,109489,102,1448,26,11.1,12.01,28,35,Worn,Low,4,Yes,50000-80000,70496.50518985133
SUV,3,73243,104,2509,35,11.6,11.91,25,35,Worn,Low,1,No,80000+,99874.23033861027
Hatchback,9,118246,86,611,37,18.7,12.03,43,28,Worn,Medium,9,No,50000-80000,61254.52678952985
Truck,10,232721,105,1714,25,4.1,12.49,40,31,Good,Medium,9,No,25000-50000,28466.252857344974
Hatchback,7,178333,95,3065,28,17.5,11.73,36,28,Worn,High,2,No,25000-50000,44120.08817822223
Hatchback,10,191319,92,3178,41,17.7,12.33,44,33,Critical,Low,2,No,50000-80000,65803.94812254506
Sedan,5,211560,89,2460,35,14.2,12.02,29,36,Good,Low,1,No,80000+,85996.99494812053
SUV,11,50756,96,684,34,13.1,12.64,34,33,Moderate,Low,6,No,50000-80000,71681.32809845379
Sedan,6,203775,95,1403,33,18.2,12.22,34,36,Critical,Medium,12,No,3000-10000,3464.2455010213175
SUV,8,223474,99,1510,38,9.4,12.47,33,34,Good,Low,12,No,50000-80000,60194.430439323114
Truck,7,109439,107,1666,22,9.1,12.14,41,34,Good,Low,8,Yes,10000-25000,14835.293914079217
Hatchback,4,35674,86,880,40,18.1,12.58,27,35,Good,Low,9,No,80000+,84739.06812632574
Truck,2,96618,106,3165,30,8.0,12.67,36,31,Good,Medium,4,No,10000-25000,11369.826825546583
SUV,2,112166,95,1839,34,9.8,12.41,45,34,Good,Medium,2,No,80000+,98610.0604020719
Truck,2,219216,98,3498,35,6.9,12.59,39,33,Moderate,Medium,12,No,10000-25000,22588.482853123034
Truck,1,77429,117,2484,25,6.6,11.98,35,32,Good,Low,4,No,25000-50000,34317.931717491316
SUV,2,127689,101,2029,39,12.9,11.75,30,28,Worn,Low,11,No,50000-80000,75234.62232951261
Truck,11,195681,106,3082,28,7.9,12.04,27,33,Worn,Low,1,No,25000-50000,38930.231515845604
Truck,10,174065,117,2412,17,7.8,12.08,30,28,Good,Low,9,No,10000-25000,10759.610302949324
Sedan,1,6338,94,2920,35,12.8,12.2,44,34,Good,Low,2,No,80000+,94003.29791569577
Hatchback,12,76125,91,2905,44,21.3,12.21,28,32,Moderate,Low,3,No,80000+,95108.79949967432
Truck,12,115039,100,1275,26,7.5,12.32,42,31,Good,Low,8,No,50000-80000,71614.12430735934
Truck,6,182900,99,2554,28,5.3,12.79,32,36,Critical,Medium,4,No,10000-25000,13696.711223638928
Sedan,11,129761,93,924,27,13.6,12.12,34,35,Worn,Low,5,Yes,50000-80000,56081.55093616916
Truck,4,89857,112,2215,23,7.1,12.1,44,28,Good,Low,11,No,10000-25000,12678.82683339523
Sedan,2,191157,82,1897,33,13.2,12.67,41,31,Critical,Low,7,Yes,25000-50000,32403.618288045083
SUV,2,107478,102,2146,38,8.7,12.77,38,33,Worn,Medium,2,No,80000+,87736.06312715432
SUV,9,182186,102,3407,37,10.6,12.43,29,36,Moderate,Medium,10,No,50000-80000,69375.54546941299
SUV,2,145113,91,3286,37,11.6,12.16,34,29,Good,Low,10,Yes,80000+,84592.90512705925
SUV,5,121056,91,2554,29,13.6,12.61,29,30,Critical,Medium,8,No,25000-50000,38890.6707649951
Sedan,10,154462,97,1994,33,17.4,12.39,44,30,Critical,High,5,No,3000-10000,8936.520740410842
Sedan,11,33541,88,2904,36,18.2,12.2,39,31,Worn,High,1,Yes,25000-50000,44061.73965934933
Sedan,1,229643,95,1481,36,15.0,12.63,25,35,Moderate,Medium,11,No,25000-50000,32084.778035389434
Sedan,1,180514,91,928,43,15.7,12.8,28,28,Moderate,High,7,No,25000-50000,49185.45823746048
Sedan,7,143689,87,615,43,14.7,12.45,25,32,Worn,Low,7,No,80000+,95571.48736084
SUV,6,240870,99,2369,30,11.1,12.51,33,32,Worn,Low,2,No,80000+,84065.41673163204
Truck,9,81376,108,2063,33,4.3,12.35,37,33,Moderate,Medium,4,No,10000-25000,24652.02584551982
SUV,6,242678,106,2937,25,9.2,12.38,44,30,Good,High,6,No,10000-25000,19573.673077724336
Sedan,2,229702,92,1251,39,13.8,12.59,32,33,Good,Medium,11,No,50000-80000,60300.11199308089
SUV,7,38804,94,980,38,8.7,12.3,35,30,Good,Low,6,No,80000+,98306.13079511983
Hatchback,11,69522,88,1438,32,20.0,11.94,31,33,Moderate,Low,11,Yes,25000-50000,37692.184206422695
SUV,5,101804,105,996,37,8.7,12.59,39,28,Critical,Medium,1,No,50000-80000,56219.83469713654
Truck,7,69065,112,730,26,4.5,12.35,40,32,Worn,Low,9,No,10000-25000,24098.534295627753
