Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect,Remaining_KM
Sedan,11,218132,87,2885,37,11.6,11.92,33,31,Good,High,11,No,25000-50000,38533.778015377844
SUV,3,141938,99,2316,40,13.2,12.79,37,34,Worn,Low,3,No,80000+,91741.21845275543
Hatchback,7,198360,97,2435,46,14.9,12.48,40,30,Good,Medium,4,No,50000-80000,71848.92352564604
Hatchback,7,248059,91,1340,47,19.3,12.03,36,31,Worn,Low,9,No,80000+,99117.43159523487
Hatchback,6,83618,90,3168,45,22.0,11.89,44,32,Worn,Low,8,No,80000+,98366.51954894322
Sedan,10,6566,90,754,44,15.3,11.8,40,31,Worn,High,12,No,10000-25000,11169.340184236713
Hatchback,11,236195,92,1220,33,15.8,12.43,28,28,Good,Low,2,No,80000+,102652.10962712491
SUV,4,18370,101,876,31,11.7,12.16,41,29,Moderate,Medium,6,No,50000-80000,63681.02868594878
Sedan,6,162803,92,612,40,13.9,12.53,26,29,Moderate,Medium,12,No,25000-50000,29307.453559993097
Sedan,3,87118,98,1269,30,12.3,12.43,37,35,Critical,Low,9,Yes,10000-25000,14134.00582113988
Truck,5,67789,105,2771,25,5.2,12.71,28,35,Good,Low,2,No,50000-80000,55776.30174739602
Truck,1,65323,98,2648,32,9.0,12.33,29,30,Good,Low,9,No,50000-80000,61731.43998346799
SUV,7,28803,90,2376,36,12.4,12.05,37,31,Good,Medium,9,Yes,80000+,84026.55041944538
SUV,4,191866,90,2595,36,11.2,12.76,32,31,Critical,High,12,Yes,3000-10000,6467.4860151290595
Sedan,5,112148,96,1154,33,13.3,12.06,25,36,Good,Low,10,No,50000-80000,79799.62651634983
Sedan,6,244019,100,2219,38,18.1,12.13,36,31,Good,High,3,No,25000-50000,47931.19062843823
Truck,6,224422,109,2877,25,3.3,11.85,26,30,Moderate,Medium,3,No,10000-25000,24196.42040446325
Sedan,9,223001,91,1173,45,16.3,12.39,31,33,Good,Medium,6,No,80000+,88468.97313657567
Sedan,2,139735,96,2077,39,15.4,11.98,36,31,Good,Low,1,No,80000+,91906.67751620887
Sedan,1,37006,89,1985,31,18.7,11.8,35,28,Good,Low,8,No,80000+,88423.99008520391
Sedan,5,130972,84,3238,42,12.4,12.65,43,32,Worn,Low,7,No,80000+,90341.05549409323
Truck,7,202557,100,2518,24,3.4,12.05,37,28,Good,Low,11,No,25000-50000,26149.514557050836
Truck,8,41015,113,1677,24,4.4,11.92,31,28,Good,Low,10,No,25000-50000,45920.64750679831
Truck,4,169311,99,2921,25,7.1,11.88,33,33,Worn,Medium,3,No,25000-50000,26451.673119052808
SUV,3,137537,98,1126,27,8.3,11.74,42,32,Moderate,Low,10,No,50000-80000,79952.42255326369
Hatchback,10,167240,90,1045,30,19.4,12.64,40,32,Good,High,12,No,10000-25000,24674.129272229162
Sedan,8,87105,89,623,28,11.6,11.74,35,32,Worn,Low,8,No,50000-80000,55563.283994597004
Sedan,8,12664,89,1918,41,14.4,12.49,32,30,Good,Medium,3,No,80000+,88104.20502118047
Truck,7,129293,112,2460,19,4.6,12.02,31,36,Worn,Medium,7,No,3000-10000,9731.071919379083
SUV,10,174002,99,2577,30,13.4,12.22,27,35,Good,Low,12,No,50000-80000,54594.75824988499
Truck,9,60536,109,1878,31,7.5,12.38,39,35,Good,Low,3,No,25000-50000,37024.461564531804
Sedan,11,70257,83,3346,32,14.9,12.28,29,32,Moderate,Medium,10,Yes,25000-50000,25314.705028231012
SUV,8,160825,94,1385,31,12.6,12.21,28,35,Good,Low,7,Yes,80000+,92049.93349582786
SUV,1,13955,107,3385,37,13.4,11.81,37,31,Moderate,High,2,No,25000-50000,44711.5247465967
Truck,10,51494,103,2762,27,7.8,12.14,35,35,Good,Low,3,No,50000-80000,56587.169727214794
SUV,10,82725,98,2158,30,12.2,12.41,34,32,Good,Low,8,No,80000+,86915.70314796902
Hatchback,6,84868,84,2761,35,21.1,12.48,31,29,Worn,Low,7,Yes,50000-80000,72381.98477504609
Sedan,7,78898,85,3320,41,15.3,12.55,40,32,Good,Low,11,No,50000-80000,58344.880756815386
Sedan,11,6497,98,1206,39,14.3,11.99,38,28,Moderate,High,3,No,25000-50000,31034.562847956622
Hatchback,4,96277,98,971,43,20.5,12.02,28,32,Good,Low,1,No,80000+,89063.412290991
SUV,8,234023,93,1444,26,12.3,12.18,28,35,Moderate,Low,11,No,50000-80000,60106.8409297312
Hatchback,11,29632,89,1968,31,16.1,12.25,40,28,Good,Medium,1,Yes,50000-80000,73047.93753315281
Truck,1,113394,98,2249,18,8.6,11.97,37,35,Good,Low,10,Yes,10000-25000,15947.307830361435
Hatchback,10,118736,94,1503,27,14.4,11.73,44,31,Worn,High,10,No,25000-50000,32977.58743633373
Hatchback,3,30791,86,710,44,18.4,12.1,25,33,Good,Medium,9,No,80000+,90408.08246932543
Sedan,12,244993,98,3077,38,16.1,12.7,31,30,Good,Low,12,No,50000-80000,70333.69790594086
Truck,8,160006,115,1805,28,7.6,12.47,41,29,Good,Low,3,Yes,10000-25000,22542.022608836916
Sedan,3,174993,96,3430,32,14.4,12.38,32,32,Moderate,Low,6,No,50000-80000,61796.52651527631
Sedan,11,173772,88,1779,39,19.1,11.83,34,29,Good,High,5,No,50000-80000,54747.94524105331
Sedan,10,39056,96,3420,34,14.7,12.55,36,28,Moderate,Low,7,No,50000-80000,70741.54526519742
SUV,12,135035,87,3410,31,7.9,11.92,26,28,Good,High,2,Yes,50000-80000,79566.95521273524
SUV,2,8030,96,2310,39,9.4,12.74,44,29,Good,High,4,No,50000-80000,52770.18133570044
Sedan,2,248980,86,1123,31,12.8,12.21,27,29,Worn,Low,3,No,50000-80000,75349.08311119993
Truck,3,202759,113,2442,20,9.4,12.44,45,35,Moderate,Low,8,No,3000-10000,9959.379421180314
Truck,9,49777,110,2237,31,9.3,12.55,38,31,Good,Low,5,No,25000-50000,43149.01488728287
Hatchback,1,125751,94,1254,35,22.2,12.46,35,35,Worn,Medium,1,Yes,50000-80000,79812.24094898721
Sedan,4,42503,88,1269,37,15.9,12.35,35,30,Good,Medium,7,No,80000+,91822.77967806238
Sedan,1,33370,84,1633,37,12.5,11.96,41,30,Critical,Low,9,No,50000-80000,51203.479274989295
SUV,12,97960,100,1437,39,9.1,12.01,45,31,Critical,Low,3,No,50000-80000,71029.81224598437
Hatchback,3,22881,85,2313,35,15.8,12.24,45,34,Good,High,7,No,25000-50000,34498.71460576277
Sedan,7,242513,90,1642,42,15.2,12.65,27,36,Worn,Low,1,No,80000+,94745.76984172846
Hatchback,12,120769,91,1250,44,22.1,11.8,38,32,Worn,Medium,6,No,50000-80000,59723.05123784168
Sedan,7,14036,103,2154,37,13.3,12.46,35,36,Moderate,High,7,No,25000-50000,32350.7347089714
Sedan,10,192529,84,2077,43,12.5,12.36,26,31,Good,High,6,No,50000-80000,79455.86273365108
SUV,3,202371,101,2419,43,11.2,12.36,27,36,Good,Medium,11,No,50000-80000,60150.62301819361
Hatchback,9,62293,96,2143,31,20.7,12.38,30,35,Critical,High,6,No,3000-10000,8076.711330646161
Sedan,8,59590,90,2164,34,15.4,12.77,37,34,Good,Low,11,No,50000-80000,53679.00592550638
Sedan,5,218672,85,2543,38,13.4,12.39,35,33,Moderate,Medium,8,No,50000-80000,62022.97124055265
Hatchback,2,177309,89,705,36,18.0,12.53,41,28,Good,Medium,10,No,80000+,102101.3829229975
Sedan,12,51842,97,1124,36,15.5,12.41,31,29,Moderate,Low,1,No,80000+,99946.45231853849
Hatchback,5,21849,95,2497,33,16.5,12.78,34,31,Good,Low,3,Yes,50000-80000,62708.35600558213
SUV,10,179048,95,913,39,10.9,12.77,38,35,Moderate,Low,9,Yes,50000-80000,74688.53693257605
SUV,3,61385,96,1785,27,13.9,11.85,28,35,Good,High,11,No,10000-25000,17078.001398138043
Hatchback,8,227479,94,1282,39,16.5,12.1,38,28,Worn,Medium,12,Yes,25000-50000,27603.08679283137
SUV,4,99136,92,2803,26,9.7,12.22,28,35,Good,Low,3,No,80000+,87861.6861306946
Truck,8,23915,98,1526,21,6.4,12.74,28,29,Good,Low,4,No,25000-50000,49737.234745563095
Hatchback,1,126392,93,2677,35,16.7,11.9,32,34,Good,Medium,4,Yes,50000-80000,74881.68574252672
SUV,11,92458,93,1589,23,8.4,12.31,40,31,Worn,Low,8,No,80000+,97496.87221771154
Truck,3,245460,101,2476,23,9.1,11.93,34,34,Good,Medium,1,No,50000-80000,74395.68867509818
Truck,7,50546,116,1257,22,8.2,12.03,26,31,Good,Medium,4,No,10000-25000,16035.492760938654
Sedan,9,174129,89,1152,40,15.7,12.26,44,36,Moderate,Low,1,No,80000+,86296.44636275948
SUV,9,208215,95,2647,26,12.3,11.74,25,30,Good,Low,10,No,80000+,97372.42053642713
Truck,3,241428,110,2132,21,5.6,12.04,33,35,Worn,Medium,9,No,3000-10000,8835.954441015112
Hatchback,9,230947,96,1920,36,18.3,11.72,28,28,Moderate,Low,11,No,25000-50000,37894.14403133343
Hatchback,7,132141,89,1151,44,15.1,11.97,28,32,Good,Low,5,No,80000+,99176.54033485019
Sedan,11,206134,99,3264,37,17.0,11.95,44,32,Critical,High,1,No,10000-25000,22157.50449474674
Hatchback,4,120614,91,3154,37,16.3,12.01,29,35,Moderate,Low,4,No,80000+,88734.54039110406
Hatchback,10,94029,85,2966,45,18.1,12.7,43,31,Good,Medium,7,No,80000+,102447.26831828472
SUV,1,162610,99,2261,32,11.6,12.55,27,33,Good,High,2,Yes,25000-50000,25726.722344274138
Sedan,1,40070,95,3193,35,13.8,11.85,29,33,Good,Low,4,No,50000-80000,58600.607004454796
Hatchback,3,54582,97,1110,34,15.1,12.71,35,31,Worn,Medium,7,No,25000-50000,41090.2489894623
SUV,5,30920,92,623,22,12.8,12.66,26,28,Critical,High,9,No,10000-25000,10808.55525954989
Hatchback,1,220918,84,820,37,22.2,12.17,32,33,Good,Low,9,Yes,80000+,88211.48933112854
Hatchback,8,33466,93,2738,44,17.6,12.68,42,31,Good,Low,6,No,80000+,84672.6810889233
Sedan,8,99380,100,1931,31,14.9,12.54,40,29,Good,High,11,Yes,3000-10000,8130.888699427158
Hatchback,10,88600,91,646,35,18.5,12.7,33,30,Moderate,Low,2,No,80000+,93898.19948117564
Hatchback,8,115928,86,2795,40,14.4,12.5,27,36,Good,Medium,12,Yes,25000-50000,48873.591926533096
Truck,2,71470,103,2813,23,8.4,12.15,38,29,Moderate,Low,4,No,25000-50000,44104.70781631091
SUV,2,58316,100,861,34,13.6,12.14,45,35,Good,Medium,2,No,80000+,86200.00298359919
SUV,5,122547,89,2049,33,6.8,11.91,38,35,Good,Low,12,Yes,50000-80000,57793.95018494888
SUV,2,127074,96,982,34,8.9,12.62,44,36,Good,Low,8,No,80000+,88381.65923661833
SUV,5,244118,105,2344,39,12.1,11.93,38,35,Critical,Low,10,No,50000-80000,54568.860682633276
Hatchback,2,74603,93,1974,40,17.3,11.93,42,28,Good,Low,9,No,80000+,94819.79781355654
Hatchback,3,226192,86,3348,30,18.0,12.78,34,36,Good,Medium,10,No,50000-80000,55910.75106253307
SUV,3,198189,108,3240,27,11.9,12.0,25,29,Critical,High,1,No,3000-10000,7109.601011379227
SUV,10,51692,96,1838,23,9.4,12.47,34,30,Good,Low,6,Yes,50000-80000,63421.324977398835
Truck,5,143780,99,2766,35,6.9,12.37,35,28,Good,High,12,No,3000-10000,8460.373937284117
Truck,8,145094,111,2020,38,5.7,12.25,30,35,Worn,Low,9,No,25000-50000,43516.70890247221
SUV,11,41449,107,3441,30,12.4,12.51,29,30,Moderate,High,11,No,3000-10000,7313.205551606563
Hatchback,10,30596,89,1567,43,13.4,12.51,33,35,Good,Medium,6,No,80000+,101180.8302166567
Sedan,8,225882,99,1774,37,12.6,12.04,45,31,Good,Medium,1,Yes,50000-80000,58075.67445229617
Hatchback,4,181642,93,812,36,15.1,11.9,34,29,Good,Medium,5,No,80000+,103130.6648217355
Truck,12,169945,108,2850,25,3.9,11.89,38,34,Good,High,3,No,3000-10000,6477.003523478816
Sedan,7,226656,95,3017,31,14.0,12.57,43,36,Moderate,Low,2,Yes,50000-80000,60983.444310955085
Truck,8,166198,104,2414,19,7.4,12.04,38,30,Moderate,Medium,12,No,3000-10000,3066.7366187649172
SUV,12,245119,93,2225,33,11.7,12.43,38,31,Good,Low,10,No,80000+,93783.85557047647
Hatchback,7,19285,89,1312,42,17.6,12.41,42,33,Good,Medium,7,No,80000+,86740.01958402838
SUV,7,50461,103,3190,41,12.2,12.3,43,34,Good,Medium,9,No,80000+,99358.83261849995
Hatchback,3,12752,95,674,36,15.6,11.88,30,31,Worn,Low,2,No,80000+,90073.10307629815
Hatchback,12,196144,87,1902,46,20.3,12.02,29,35,Worn,Medium,10,No,50000-80000,57856.723833648146
Truck,1,103560,98,2310,24,6.7,11.94,32,29,Good,Low,9,No,50000-80000,74166.32109205858
Hatchback,2,44678,93,2167,46,16.1,11.73,38,32,Critical,Low,6,No,50000-80000,66604.7040024137
Sedan,2,15313,89,2243,38,18.3,12.13,44,29,Moderate,Low,2,Yes,80000+,95940.83742828562
Hatchback,7,124219,96,2598,40,19.0,12.26,45,33,Worn,Low,3,No,50000-80000,75991.07300935948
SUV,10,69059,102,654,34,10.1,12.66,40,34,Moderate,Medium,1,Yes,50000-80000,65726.19066056909
Truck,7,229858,102,2312,28,5.9,12.58,45,30,Good,High,4,No,10000-25000,15921.92970758145
Hatchback,5,81209,86,777,36,15.3,12.0,27,28,Critical,Medium,10,Yes,25000-50000,40546.771503229465
Sedan,9,234626,90,2053,41,15.3,12.23,28,34,Worn,High,11,No,10000-25000,10205.221951786993
Sedan,3,224084,88,3025,33,17.2,11.9,37,28,Good,Low,11,No,50000-80000,60155.07846540885
Sedan,1,163703,89,2650,42,17.1,12.02,25,32,Good,Low,3,No,80000+,89933.81554801243
Sedan,4,63889,97,2283,33,14.7,12.32,26,34,Good,High,10,No,25000-50000,39945.698708047385
Truck,11,25084,92,2649,20,7.0,12.61,43,28,Worn,Low,2,No,25000-50000,29212.651277094214
SUV,3,28604,102,2151,26,8.8,11.89,37,28,Good,Medium,5,No,50000-80000,60213.23774140672
Hatchback,8,98006,99,3011,33,17.5,12.63,41,29,Good,Medium,8,No,50000-80000,57289.4953815773
Hatchback,12,5677,90,3252,44,20.6,12.62,30,35,Moderate,Medium,2,No,80000+,84650.96360213551
Truck,7,186889,110,2604,29,8.3,12.34,35,31,Moderate,Low,11,No,3000-10000,9456.213801852115
SUV,3,55164,101,3308,40,8.8,11.8,27,29,Moderate,Low,5,No,80000+,94383.67596610864
SUV,7,162960,103,3082,38,13.9,11.75,29,29,Critical,Low,12,Yes,10000-25000,22202.928270320474
Sedan,4,94828,87,887,33,13.1,12.54,38,28,Critical,Low,11,No,10000-25000,19250.39216852761
Hatchback,10,218628,87,2092,39,17.6,12.08,33,31,Good,Low,11,No,50000-80000,78361.35397830151
Hatchback,10,80353,91,2103,46,18.0,12.09,29,33,Good,Low,6,No,80000+,84612.10254589593
Sedan,3,10103,95,2191,43,14.1,12.4,44,33,Good,Medium,12,No,25000-50000,45144.807680273356
Hatchback,5,30409,90,1484,37,14.5,12.3,34,35,Moderate,High,7,No,25000-50000,34918.15629834094
Truck,9,72512,111,1411,29,6.5,12.65,45,32,Worn,Medium,12,No,3000-10000,6284.4526548141985
Truck,3,110164,102,3363,25,7.9,12.74,44,28,Critical,High,11,No,0-3000,2884.760223215961
SUV,12,8374,93,821,38,13.2,12.19,29,33,Good,High,10,Yes,50000-80000,62917.106873436765
SUV,4,161347,106,697,28,8.3,12.3,25,28,Good,Low,5,No,50000-80000,58298.68139104335
Hatchback,7,66732,88,1561,39,21.6,11.76,33,30,Worn,Medium,2,No,80000+,92008.13134030298
Sedan,3,146034,102,2433,35,15.3,12.3,37,33,Worn,Low,11,No,25000-50000,41469.52932125762
SUV,6,78245,105,2878,33,10.9,12.03,39,29,Good,Low,3,No,80000+,93127.0973678519
Truck,12,236842,95,2234,23,9.0,12.25,26,36,Good,High,1,No,25000-50000,27357.820590832453
Hatchback,6,169666,88,2720,37,15.7,12.29,44,36,Moderate,Low,3,No,80000+,84425.29289381046
Truck,7,210367,109,1498,22,6.3,12.61,42,31,Moderate,Low,1,No,25000-50000,47578.79629311011
Hatchback,1,208548,87,1647,34,16.2,11.73,45,33,Good,High,10,No,25000-50000,48069.235651461684
SUV,10,120911,90,2336,35,9.6,12.01,27,36,Moderate,High,9,No,25000-50000,34448.36771560404
Truck,10,243758,103,1317,26,6.0,12.37,43,32,Good,High,6,No,10000-25000,12405.810801569025
Hatchback,7,249947,87,724,38,14.4,12.48,35,36,Good,High,11,No,25000-50000,47166.94410228287
Sedan,12,136073,88,790,38,11.0,12.28,36,29,Worn,Medium,6,No,50000-80000,56462.59502657455
Truck,12,172758,109,2716,33,9.3,12.1,25,33,Good,High,12,No,0-3000,1427.8119142737253
SUV,7,194085,94,2964,33,8.7,11.88,38,32,Worn,High,10,No,25000-50000,46594.06619014019
Truck,10,62094,105,3334,23,8.5,11.82,37,31,Good,Low,6,No,50000-80000,66527.58477479836
Hatchback,12,18665,88,1515,37,22.1,12.42,29,34,Good,Medium,9,No,80000+,98984.66409188104
Truck,6,39114,97,1755,28,8.4,12.62,33,28,Good,High,2,No,25000-50000,46601.00837405119
Truck,10,182955,98,3289,36,4.7,11.74,41,36,Good,Low,1,Yes,50000-80000,56682.65139108835
Sedan,10,142280,88,698,36,13.7,12.1,26,34,Good,Low,3,No,80000+,93744.80240505697
Sedan,10,129778,89,612,31,16.3,12.54,43,35,Good,Low,3,No,80000+,91899.61231968812
Truck,3,154172,98,634,27,7.7,11.82,28,32,Good,Low,10,No,50000-80000,57719.658202525
Hatchback,4,123915,92,1842,38,16.6,12.12,36,36,Critical,Medium,7,Yes,25000-50000,35569.84208173115
Hatchback,4,92115,91,3205,40,17.2,12.74,29,31,Good,Low,4,No,80000+,94205.71748647901
SUV,11,27287,101,2202,24,12.7,12.65,30,30,Good,Medium,4,No,50000-80000,70830.02677894848
Truck,3,192665,106,632,20,4.5,11.99,44,29,Moderate,High,1,No,0-3000,2108.6659504094177
Hatchback,1,39293,84,1440,44,21.1,12.31,31,36,Good,Medium,6,No,80000+,93136.75930513021
SUV,1,39585,95,2148,39,10.8,12.03,44,35,Worn,High,1,Yes,25000-50000,30802.42451446969
Hatchback,1,210081,98,1923,33,17.0,12.75,39,29,Moderate,Low,2,Yes,50000-80000,78080.20045423614
SUV,12,124340,106,1895,35,10.0,12.13,25,30,Moderate,Low,4,No,25000-50000,44393.44848548517
Truck,4,163044,102,1282,21,9.4,12.19,25,31,Good,Medium,1,No,25000-50000,30152.28918705019
Hatchback,8,20071,92,2036,38,15.1,11.84,43,31,Moderate,Low,6,No,80000+,92937.87252164827
Truck,7,142509,101,961,27,8.2,12.22,28,28,Good,Low,1,No,50000-80000,52617.777636761646
SUV,5,156152,97,3185,38,6.8,12.03,45,31,Moderate,Low,9,No,80000+,102405.74290859036
Truck,3,187066,99,1117,27,7.3,12.44,31,32,Worn,Low,10,No,25000-50000,26862.74660210496
Truck,12,240324,107,678,31,8.7,11.99,38,29,Moderate,Low,2,No,25000-50000,45030.756608977856
Truck,9,120504,104,2167,21,7.3,12.52,28,36,Good,Low,7,Yes,10000-25000,16059.069589137896
SUV,12,191638,95,1529,34,13.5,11.99,39,35,Good,Medium,5,No,50000-80000,63460.988111702754
Truck,8,65665,109,3305,29,4.8,12.19,36,36,Worn,High,3,No,3000-10000,4314.786272741943
SUV,6,29190,95,1949,31,9.0,11.71,44,31,Good,Low,3,No,80000+,87158.07589168209
Truck,3,38502,105,1941,27,9.6,12.56,31,31,Good,Medium,4,No,25000-50000,45205.06222748694
SUV,3,146952,102,1327,36,13.8,11.99,28,36,Good,Low,12,No,50000-80000,60020.43816654508
Sedan,6,11919,96,1590,34,15.2,12.52,33,30,Good,High,7,No,25000-50000,44436.44484819009
SUV,3,111578,102,3431,36,10.0,12.43,35,34,Moderate,Low,12,No,50000-80000,51487.154339303284
Truck,4,13644,114,1345,37,6.7,12.61,29,35,Moderate,Medium,9,No,10000-25000,15970.414763773548
Truck,4,23052,97,3198,36,3.9,12.21,42,32,Good,Low,4,No,50000-80000,78428.42630128434
Hatchback,6,202587,86,712,36,15.7,12.49,40,34,Worn,Low,8,No,80000+,94287.59421961693
Truck,7,146513,99,2466,35,5.2,12.42,33,36,Good,Medium,7,Yes,25000-50000,29968.40076948876
Sedan,10,78471,100,749,39,13.5,12.77,43,28,Good,High,8,No,25000-50000,31257.667609515658
Sedan,3,94986,97,988,40,13.9,12.71,39,32,Good,Low,2,No,80000+,96061.305260085
Sedan,6,120464,96,2097,39,14.5,12.43,35,33,Good,Low,12,No,50000-80000,69323.93425911623
Truck,5,24875,104,1137,21,4.2,12.56,29,29,Good,Medium,3,No,10000-25000,10493.480885390833
Hatchback,9,228390,90,1292,31,14.0,11.7,43,33,Good,High,6,Yes,25000-50000,30502.203859951383
Hatchback,7,150614,89,650,41,18.2,12.04,32,35,Worn,Medium,5,No,50000-80000,56257.113923513265
Sedan,4,81105,99,2564,41,14.9,12.68,37,36,Good,High,7,No,25000-50000,31433.95004224662
Hatchback,3,161031,96,660,39,19.8,12.04,35,31,Good,Medium,10,No,50000-80000,66178.15821166847
SUV,5,36557,94,1800,30,7.7,11.92,25,30,Good,High,7,No,50000-80000,62316.207904084615
Hatchback,8,133958,101,2848,31,16.6,12.69,29,31,Good,High,7,No,25000-50000,31125.988797338825
Truck,10,86603,111,641,18,8.4,12.21,39,32,Good,Medium,2,No,10000-25000,13012.184756054521
SUV,6,166191,90,1035,40,13.2,12.07,30,30,Critical,Medium,6,No,50000-80000,77093.35770773618
Hatchback,1,172292,100,1543,44,15.1,12.75,27,36,Moderate,Low,12,No,25000-50000,44266.219330823915
Sedan,12,223978,96,1622,44,16.2,11.82,37,30,Good,Low,1,No,80000+,94972.71858898344
Truck,4,19830,113,1734,30,6.6,12.1,41,30,Moderate,Medium,10,No,10000-25000,24344.647014645
Hatchback,12,242187,95,1137,32,18.4,12.42,32,34,Good,High,7,Yes,10000-25000,13702.133399278528
Sedan,12,94764,96,3027,27,18.5,12.55,32,34,Critical,High,11,No,0-3000,2280.212137140098
Sedan,6,174994,99,2704,37,16.3,12.61,39,33,Good,High,2,No,50000-80000,56520.465640554285
SUV,7,21328,94,3205,30,13.8,12.1,33,32,Worn,Low,9,No,80000+,100669.97994419627
Sedan,5,107617,90,2384,37,15.7,12.67,41,28,Good,Low,4,No,80000+,93101.50992938437
Truck,9,32569,100,1882,28,6.8,12.7,30,29,Moderate,Medium,2,No,25000-50000,42348.895020823984
SUV,11,219324,101,1303,25,13.5,12.76,25,32,Good,Medium,12,No,25000-50000,38279.31856324142
SUV,10,225687,97,2169,29,13.3,12.44,36,28,Good,Medium,9,Yes,50000-80000,73888.03180737307
Truck,2,19773,111,3472,18,6.1,12.62,32,34,Moderate,Low,5,Yes,3000-10000,7309.787747204048
Hatchback,8,243104,92,1258,44,19.2,12.56,35,28,Good,High,3,No,50000-80000,69967.70630851237
SUV,9,232091,105,1889,25,11.8,11.74,34,33,Good,Medium,7,No,50000-80000,62618.833088431755
Hatchback,2,193548,85,2227,42,21.9,12.8,27,33,Good,Low,7,No,80000+,98615.10226797724
SUV,9,19377,93,2413,26,9.9,12.78,30,34,Good,Low,8,Yes,80000+,84865.57713676
Truck,3,185569,109,683,28,5.1,12.03,28,36,Good,Low,6,No,25000-50000,38040.28927713189
Hatchback,2,96799,94,2235,35,17.9,12.62,36,30,Moderate,Low,11,Yes,25000-50000,28034.73798641321
Truck,8,79849,97,1820,23,5.0,11.82,25,33,Moderate,Low,10,Yes,25000-50000,45960.04550069465
Sedan,5,105856,100,2393,40,13.6,12.46,32,30,Good,Medium,10,No,50000-80000,53874.0335529765
SUV,4,17940,92,3469,26,13.6,12.11,33,28,Good,Low,8,No,80000+,94525.38238354036
SUV,8,164283,103,1874,41,11.8,11.81,37,35,Good,Low,5,No,80000+,88129.29814587945
Sedan,8,158722,96,1202,32,16.0,12.32,32,29,Moderate,High,9,No,10000-25000,11641.003932351125
Sedan,4,40698,85,686,34,11.4,11.92,36,31,Good,High,10,No,25000-50000,30531.179419605596
Sedan,9,24026,98,2862,28,14.5,12.22,42,36,Good,Low,11,Yes,25000-50000,41112.671195291616
SUV,6,142665,97,2706,43,10.3,11.89,27,35,Good,Medium,9,No,80000+,98950.23902722371
SUV,1,176337,103,1651,38,8.1,11.9,39,30,Good,Low,5,No,80000+,96087.37692452582
Sedan,1,221265,88,2319,42,16.3,12.51,30,30,Moderate,Medium,12,No,25000-50000,34525.45007789264
SUV,3,166229,99,3087,32,13.6,12.14,38,34,Good,Medium,6,Yes,50000-80000,72680.2785566987
Truck,12,191511,94,773,25,5.9,12.46,37,31,Good,High,5,Yes,10000-25000,16532.22196104145
Sedan,8,163202,93,1118,41,18.7,12.12,42,36,Worn,Medium,3,No,50000-80000,55095.6609921061
SUV,2,181644,101,1508,35,12.9,12.06,30,34,Good,Low,4,No,80000+,95952.80645345528
Sedan,8,146048,92,2919,38,15.2,12.37,33,35,Good,Low,2,No,80000+,85740.59316070416
Hatchback,6,211625,99,1546,37,19.1,11.97,42,34,Good,High,10,Yes,25000-50000,45304.21513815138
Sedan,9,58466,84,1100,36,13.8,11.73,36,28,Worn,Low,2,No,80000+,97572.62877542128
SUV,5,51326,92,1727,28,9.4,12.69,34,35,Worn,High,3,No,25000-50000,32828.6327706124
Hatchback,5,184096,94,2471,47,18.7,12.21,39,30,Moderate,Low,4,Yes,50000-80000,66092.39994226208
Hatchback,7,73471,86,2998,34,16.2,12.3,36,35,Good,Medium,4,Yes,50000-80000,51848.5871432763
Truck,3,211039,111,1173,25,7.9,11.71,44,28,Worn,Low,12,No,3000-10000,4157.473031307909
Truck,8,20767,102,905,30,5.4,12.45,39,34,Good,High,9,No,10000-25000,13201.005103025738
Sedan,1,210450,88,3077,34,12.3,11.72,42,30,Good,High,10,Yes,25000-50000,47555.20029472082
Hatchback,9,248728,88,3172,47,17.0,12.77,26,33,Good,High,4,No,50000-80000,57645.03017508594
SUV,2,194190,106,1642,38,13.1,11.89,32,32,Good,Medium,3,Yes,25000-50000,44771.45705598437
Sedan,3,134529,82,1676,38,15.3,12.2,39,36,Moderate,Medium,3,No,50000-80000,68479.27017655598
Sedan,4,50474,92,2348,36,17.3,12.17,41,31,Good,Medium,6,No,80000+,94349.45482617128
Hatchback,10,169286,88,1941,36,17.9,12.03,33,33,Good,Low,5,Yes,80000+,84815.02530654387
Truck,2,144724,98,2836,38,4.3,11.82,30,36,Good,Low,4,No,50000-80000,51899.373483048876
Truck,10,35463,104,1416,27,7.6,12.32,30,31,Moderate,Medium,6,No,25000-50000,40336.67348487804
Hatchback,10,95078,95,1596,35,21.3,12.75,39,35,Good,Medium,6,No,50000-80000,72768.8269058954
Sedan,9,26289,102,1850,38,12.6,12.1,42,29,Good,Medium,9,No,50000-80000,57144.90137353786
SUV,10,93304,91,879,39,9.8,12.59,26,35,Moderate,High,11,No,25000-50000,31982.540567934113
Sedan,8,220597,97,667,36,16.2,12.29,37,32,Critical,Low,6,No,25000-50000,29943.3533795417
Hatchback,12,219604,89,1164,42,18.0,12.39,33,35,Good,Low,8,No,80000+,100261.49536105398
SUV,12,44612,103,1287,31,10.7,12.25,27,32,Worn,Medium,9,No,50000-80000,53792.038609604424
Sedan,12,149342,90,3455,43,14.2,12.22,42,36,Moderate,Low,9,Yes,50000-80000,65373.183637228896
