Vehicle_ID,Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect
V3915,Sedan,12,112024,96,2993,41,17.6,11.78,37,79,Moderate,Medium,9,No,"80,001+"
V3916,SUV,10,28246,99,2814,36,15.3,11.32,37,38,Good,High,1,No,"80,001+"
V3917,SUV,7,116891,107,2607,29,12.1,11.76,35,51,Worn,High,9,Yes,"10,001–25,000"
V3918,Hatchback,12,134125,88,1868,50,8.1,11.81,38,46,Moderate,Medium,1,No,"80,001+"
V3919,Hatchback,9,155006,103,2769,38,6.4,12.23,31,82,Good,Low,3,No,"80,001+"
V3920,Sedan,12,199463,109,1641,39,9.5,11.51,37,97,Good,Medium,3,No,"50,001–80,000"
V3921,Hatchback,2,81918,110,1966,38,17.5,12.71,30,108,Worn,Low,2,Yes,"80,001+"
V3922,Truck,9,91131,103,1875,37,6.8,12.48,39,58,Critical,Medium,6,No,"50,001–80,000"
V3923,Hatchback,7,103220,102,1671,37,9.8,11.2,37,100,Critical,High,8,Yes,"25,001–50,000"
V3924,Hatchback,1,28020,97,2772,48,13.2,11.65,39,101,Good,Medium,2,No,"80,001+"
V3925,Sedan,1,193845,98,1659,43,15.7,12.86,35,84,Worn,Medium,7,No,"80,001+"
V3926,SUV,10,59077,90,2828,38,6.3,12.16,36,104,Moderate,High,8,No,"80,001+"
V3927,SUV,11,10818,100,2973,20,15.6,12.65,42,100,Good,High,3,No,"25,001–50,000"
V3928,Truck,13,33755,90,2907,42,16.8,11.52,41,94,Critical,Low,1,No,"50,001–80,000"
V3929,Hatchback,10,24259,94,2634,41,12.2,11.95,40,64,Critical,Medium,12,Yes,"50,001–80,000"
V3930,Sedan,1,177850,99,2703,23,12.2,11.32,31,66,Critical,Low,8,No,"50,001–80,000"
V3931,Hatchback,4,145495,98,2822,25,8.2,11.78,30,70,Critical,Low,1,No,"50,001–80,000"
V3932,Truck,8,130031,89,2164,48,16.3,12.71,36,70,Worn,Low,10,No,"80,001+"
V3933,Sedan,5,119569,105,2670,40,8.4,11.2,40,52,Worn,Medium,8,Yes,"80,001+"
V3934,Sedan,14,39167,100,2758,50,14.7,12.68,43,97,Moderate,Medium,11,No,"80,001+"
V3935,Truck,8,148963,89,2708,26,16.3,12.49,39,82,Good,Low,10,No,"50,001–80,000"
V3936,Truck,9,70137,94,1529,29,13.5,12.96,38,108,Moderate,Medium,6,Yes,"80,001+"
V3937,SUV,8,161789,103,1772,50,12.8,11.19,44,80,Moderate,Low,1,No,"80,001+"
V3938,Truck,3,18015,99,2968,39,10.8,12.67,32,110,Worn,High,3,Yes,"80,001+"
V3939,Truck,7,49988,105,2900,24,10.0,11.29,39,39,Critical,High,4,No,"10,001–25,000"
V3940,Hatchback,6,146900,100,2393,33,19.7,12.81,38,103,Moderate,Low,5,No,"80,001+"
V3941,Hatchback,12,31201,98,2886,24,7.1,12.71,30,109,Good,High,2,No,"25,001–50,000"
V3942,SUV,1,41564,87,2640,27,11.3,12.36,41,89,Moderate,Low,1,Yes,"80,001+"
V3943,Truck,8,54847,90,2520,33,18.6,12.91,37,90,Moderate,Medium,1,No,"80,001+"
V3944,Truck,5,123428,89,2186,36,18.0,12.77,37,73,Worn,Medium,2,No,"80,001+"
V3945,Hatchback,15,112051,103,1574,33,7.9,12.13,45,61,Critical,Low,1,No,"25,001–50,000"
V3946,SUV,1,169609,87,1842,26,16.5,12.85,37,59,Moderate,Low,4,Yes,"80,001+"
V3947,Hatchback,4,40084,105,1669,34,18.7,11.65,39,93,Good,High,10,No,"25,001–50,000"
V3948,Truck,5,131594,105,2594,42,9.1,11.24,43,61,Moderate,Low,9,No,"50,001–80,000"
V3949,Hatchback,5,190352,97,2892,48,17.9,12.3,33,81,Critical,Medium,12,Yes,"50,001–80,000"
V3950,SUV,2,12601,90,2909,32,16.4,11.0,38,51,Critical,Low,4,Yes,"80,001+"
V3951,SUV,4,115264,102,1944,48,11.8,12.61,37,34,Moderate,Medium,12,No,"50,001–80,000"
V3952,Hatchback,5,149495,104,2849,48,14.1,11.69,37,104,Good,Medium,7,No,"80,001+"
V3953,Hatchback,14,131993,103,1956,36,17.5,11.47,30,34,Critical,Low,6,Yes,"25,001–50,000"
V3954,SUV,3,175142,101,2305,37,9.3,11.79,30,44,Good,Low,9,Yes,"50,001–80,000"
V3955,Truck,12,198781,104,2662,40,8.2,12.4,39,93,Worn,Medium,8,No,"50,001–80,000"
V3956,SUV,14,100715,102,2757,26,19.8,11.56,42,58,Worn,Medium,11,Yes,"25,001–50,000"
V3957,SUV,8,170402,109,2235,46,15.9,11.74,38,40,Moderate,Low,8,Yes,"80,001+"
V3958,SUV,14,135976,92,1657,26,11.3,12.29,39,32,Worn,Medium,7,No,"50,001–80,000"
V3959,Truck,3,172162,110,2289,28,10.7,11.15,32,33,Moderate,Medium,4,Yes,"50,001–80,000"
V3960,SUV,6,122935,88,1811,30,9.5,12.34,36,72,Critical,Medium,12,Yes,"50,001–80,000"
V3961,Truck,9,101284,96,2106,21,7.1,12.84,34,47,Good,High,4,Yes,"50,001–80,000"
V3962,Truck,12,110800,90,2847,25,18.9,11.3,34,106,Good,Medium,9,Yes,"50,001–80,000"
V3963,Hatchback,12,98820,109,2679,24,17.1,12.5,37,56,Moderate,Low,10,No,"25,001–50,000"
V3964,Sedan,12,54271,94,2736,48,9.8,12.44,33,105,Moderate,Medium,12,Yes,"80,001+"
V3965,Truck,10,110199,86,1584,28,13.6,11.04,45,83,Moderate,High,6,Yes,"50,001–80,000"
V3966,Hatchback,6,163977,100,2444,46,13.8,12.58,43,37,Worn,High,5,Yes,"80,001+"
V3967,Sedan,13,109184,93,2357,42,10.9,11.36,37,66,Critical,Low,4,No,"50,001–80,000"
V3968,Sedan,3,174575,106,2447,25,14.5,11.95,41,76,Critical,Low,2,No,"25,001–50,000"
V3969,Hatchback,15,117075,93,2256,33,7.2,11.67,40,46,Critical,Medium,6,No,"50,001–80,000"
V3970,Truck,6,198317,98,1634,42,11.3,12.5,33,91,Good,High,2,No,"80,001+"
V3971,Truck,9,133108,110,2200,41,5.5,12.58,36,94,Worn,Medium,6,No,"80,001+"
V3972,Sedan,15,90007,107,2334,50,10.9,12.28,42,95,Good,Medium,12,No,"50,001–80,000"
V3973,SUV,5,55345,85,1635,28,18.5,11.56,44,50,Good,Low,10,No,"50,001–80,000"
V3974,Sedan,8,44710,98,1629,21,10.5,11.66,38,31,Worn,Medium,1,No,"80,001+"
V3975,Hatchback,11,71487,106,2593,50,7.7,12.81,40,97,Good,Medium,4,Yes,"50,001–80,000"
V3976,Sedan,7,117629,95,2398,39,8.2,12.39,44,75,Critical,Medium,4,Yes,"80,001+"
V3977,Sedan,11,91350,105,2500,49,10.2,11.25,34,32,Worn,High,8,Yes,"25,001–50,000"
V3978,Truck,4,178695,102,1797,43,5.2,12.82,45,64,Worn,Low,4,Yes,"80,001+"
V3979,Truck,12,107265,110,1765,32,17.8,11.8,43,107,Critical,High,4,Yes,"10,001–25,000"
V3980,SUV,4,9868,93,2308,42,7.6,11.65,36,101,Critical,Low,4,No,"80,001+"
V3981,Sedan,3,151191,97,2310,47,13.9,11.11,32,49,Critical,Medium,11,No,"50,001–80,000"
V3982,Truck,8,156482,100,1685,30,15.5,11.51,44,52,Good,Low,6,No,"80,001+"
V3983,SUV,15,42385,99,2025,48,7.7,11.61,34,54,Critical,Low,1,No,"50,001–80,000"
V3984,Sedan,12,100009,104,1813,50,15.1,12.46,32,81,Critical,Medium,10,No,"25,001–50,000"
V3985,Hatchback,1,84744,91,1762,38,5.3,11.91,42,102,Worn,High,5,Yes,"80,001+"
V3986,Truck,8,48346,92,2059,21,13.2,11.84,38,40,Critical,Medium,11,Yes,"25,001–50,000"
V3987,Truck,10,40475,109,1662,46,12.4,12.72,37,59,Moderate,Medium,5,Yes,"80,001+"
V3988,Truck,7,100240,109,1641,32,9.6,11.32,45,98,Critical,Medium,11,No,"25,001–50,000"
V3989,Hatchback,15,163948,85,2881,41,14.7,12.55,34,58,Good,High,5,No,"50,001–80,000"
V3990,SUV,11,68086,108,1670,43,14.3,11.58,41,43,Good,High,10,Yes,"25,001–50,000"
V3991,Truck,15,137686,89,2698,47,16.6,12.93,38,84,Good,High,12,No,"50,001–80,000"
V3992,Truck,10,120508,89,2709,22,12.4,11.77,40,86,Moderate,High,9,Yes,"25,001–50,000"
V3993,Hatchback,11,160800,104,1680,50,16.1,12.19,44,80,Worn,Medium,9,No,"50,001–80,000"
V3994,SUV,13,139586,85,2894,38,18.5,12.69,44,101,Good,High,1,No,"50,001–80,000"
V3995,Sedan,8,44307,106,2925,40,9.5,12.41,40,79,Worn,Medium,6,No,"80,001+"
V3996,SUV,10,106060,98,1997,39,19.6,12.71,45,69,Critical,Medium,3,No,"80,001+"
V3997,SUV,1,117192,98,1809,27,15.9,12.66,44,66,Good,Low,7,Yes,"80,001+"
V3998,SUV,3,100793,108,1561,23,16.8,11.64,41,102,Critical,Medium,8,Yes,"25,001–50,000"
V3999,Hatchback,12,52847,107,2456,23,17.2,12.82,43,107,Moderate,High,5,No,"10,001–25,000"
V4000,SUV,12,87005,96,2178,37,7.9,11.84,33,94,Moderate,Low,6,No,"80,001+"
V4001,SUV,11,84395,95,1690,47,5.4,11.02,44,76,Good,High,4,No,"50,001–80,000"
V4002,Truck,14,123922,100,1765,49,8.7,12.75,36,39,Good,Medium,4,Yes,"80,001+"
V4003,Hatchback,3,144012,85,1656,37,6.0,12.98,34,100,Worn,Low,12,Yes,"80,001+"
V4004,Hatchback,1,60861,92,2237,20,10.6,11.77,44,49,Moderate,High,10,No,"25,001–50,000"
V4005,Sedan,1,13417,86,2454,20,9.7,11.34,35,54,Worn,Low,2,Yes,"80,001+"
V4006,Sedan,6,137564,110,1722,39,13.5,11.82,37,80,Worn,Medium,12,No,"50,001–80,000"
V4007,Hatchback,13,115359,104,1957,30,14.1,11.72,39,96,Good,Medium,1,No,"50,001–80,000"
V4008,Hatchback,11,65071,95,2894,50,15.2,12.83,35,48,Moderate,High,10,No,"50,001–80,000"
V4009,SUV,12,6661,94,2629,40,5.8,12.4,41,97,Moderate,High,12,No,"50,001–80,000"
V4010,Sedan,11,49715,101,2626,47,18.9,12.96,45,94,Worn,Medium,3,No,"50,001–80,000"
V4011,Hatchback,1,66168,99,1594,22,13.6,11.82,34,59,Worn,Medium,4,Yes,"80,001+"
V4012,SUV,13,137011,89,2703,49,12.5,12.32,31,50,Worn,High,12,No,"50,001–80,000"
V4013,Sedan,12,17631,88,2812,43,6.6,11.93,36,36,Critical,High,9,Yes,"25,001–50,000"
V4014,Sedan,5,73298,101,1693,27,6.0,12.42,34,74,Worn,Low,8,No,"50,001–80,000"
V4015,Hatchback,5,155453,92,2249,21,13.5,12.55,40,75,Moderate,Medium,5,No,"80,001+"
V4016,Sedan,6,20199,100,2169,39,16.3,11.7,35,83,Moderate,High,3,No,"80,001+"
V4017,SUV,11,54274,109,2410,47,18.9,12.06,30,53,Moderate,Low,9,No,"50,001–80,000"
V4018,SUV,12,150363,102,2080,49,9.5,11.07,45,102,Worn,Low,2,Yes,"50,001–80,000"
V4019,SUV,4,196177,99,1662,27,7.9,11.05,36,101,Good,Low,2,No,"80,001+"
V4020,Truck,9,191655,102,2314,43,6.8,12.76,38,38,Good,Medium,5,Yes,"80,001+"
V4021,Truck,15,78848,95,1775,48,14.9,12.24,33,81,Moderate,Medium,10,No,"80,001+"
V4022,SUV,13,98423,102,1520,46,11.1,12.92,36,47,Worn,Low,7,Yes,"50,001–80,000"
V4023,Hatchback,14,156505,92,2887,42,12.6,11.98,39,42,Good,High,9,Yes,"50,001–80,000"
V4024,Sedan,9,13233,93,1608,22,7.6,12.58,35,60,Moderate,High,8,No,"50,001–80,000"
V4025,Sedan,12,44238,101,1840,30,8.7,12.44,38,109,Moderate,Medium,2,No,"50,001–80,000"
V4026,Hatchback,13,60741,104,2348,39,9.0,12.17,38,44,Good,Low,12,No,"50,001–80,000"
V4027,Truck,3,72605,85,1645,21,14.5,11.44,30,59,Good,High,7,No,"50,001–80,000"
V4028,Sedan,11,65832,109,2876,29,18.2,12.44,35,97,Critical,Medium,7,No,"10,001–25,000"
V4029,Truck,4,7256,91,2442,42,16.2,12.6,32,109,Moderate,High,5,Yes,"80,001+"
V4030,Truck,15,137870,104,2314,48,18.0,12.51,41,49,Good,Medium,7,No,"50,001–80,000"
V4031,Hatchback,2,76985,105,2869,39,7.0,11.83,34,36,Critical,Low,3,No,"50,001–80,000"
V4032,SUV,5,27923,86,2664,21,19.1,12.87,44,77,Moderate,High,3,Yes,"50,001–80,000"
V4033,Sedan,9,87114,97,1944,30,12.9,12.47,38,52,Critical,Medium,6,No,"80,001+"
V4034,SUV,9,64028,102,1933,29,18.0,12.16,36,71,Critical,Medium,7,Yes,"25,001–50,000"
V4035,SUV,12,37949,105,2973,38,6.0,12.52,39,56,Moderate,High,3,Yes,"25,001–50,000"
V4036,Hatchback,5,74200,88,1792,23,7.8,12.62,41,54,Moderate,Medium,5,Yes,"80,001+"
V4037,Hatchback,11,167388,101,2012,31,15.0,12.91,32,94,Good,High,9,No,"25,001–50,000"
V4038,Truck,4,29660,103,1772,28,16.8,11.41,37,62,Critical,Medium,7,No,"25,001–50,000"
V4039,Truck,14,191375,93,1692,20,19.8,12.36,44,40,Worn,Medium,5,No,"50,001–80,000"
V4040,Truck,12,20200,94,2226,35,9.6,11.57,32,109,Worn,Low,9,No,"80,001+"
V4041,SUV,4,67310,93,2527,37,8.9,12.76,36,104,Critical,Medium,6,No,"80,001+"
V4042,Truck,14,144358,87,2164,34,11.6,12.85,35,47,Critical,High,3,Yes,"25,001–50,000"
V4043,Truck,3,94644,94,2547,44,13.3,12.33,37,75,Moderate,Medium,4,No,"80,001+"
V4044,Sedan,2,96264,109,1606,50,7.5,11.29,37,90,Critical,Medium,11,Yes,"25,001–50,000"
V4045,Sedan,10,57720,99,2670,46,12.8,11.28,32,58,Moderate,High,3,No,"80,001+"
V4046,Truck,6,27245,99,1505,38,5.0,11.29,43,31,Critical,Medium,3,Yes,"80,001+"
V4047,Truck,7,106622,99,2189,22,8.9,11.49,45,106,Good,Medium,11,No,"50,001–80,000"
V4048,Sedan,11,26615,103,1690,29,16.4,11.52,32,84,Worn,Medium,6,Yes,"25,001–50,000"
V4049,Hatchback,9,198398,101,2440,36,15.3,12.99,33,84,Moderate,Medium,11,Yes,"50,001–80,000"
V4050,Sedan,15,36468,87,2319,24,13.3,12.4,40,98,Moderate,Low,7,Yes,"50,001–80,000"
V4051,SUV,9,115239,99,1713,26,11.4,11.65,33,37,Good,Low,3,No,"80,001+"
V4052,SUV,14,88248,94,2188,35,8.4,11.05,38,77,Good,Low,9,Yes,"80,001+"
V4053,Hatchback,9,75450,89,2851,31,16.0,11.39,32,31,Moderate,High,1,No,"80,001+"
V4054,Truck,6,55070,95,1965,46,11.7,12.5,45,32,Critical,Medium,9,Yes,"50,001–80,000"
V4055,Truck,4,195866,94,2997,30,13.4,11.81,43,87,Moderate,Medium,5,No,"80,001+"
V4056,Truck,9,171182,109,2533,29,9.9,11.75,30,55,Worn,High,3,No,"25,001–50,000"
V4057,Hatchback,14,43657,90,2848,22,16.4,12.97,45,81,Moderate,High,8,Yes,"25,001–50,000"
V4058,Truck,4,75379,98,1569,31,11.6,12.85,32,69,Moderate,High,8,No,"80,001+"
V4059,SUV,9,95289,86,2601,48,5.9,12.68,43,87,Good,High,2,No,"80,001+"
V4060,Hatchback,10,159393,107,2631,28,10.3,11.76,41,82,Worn,High,12,No,"10,001–25,000"
V4061,Sedan,5,91889,98,1721,47,13.3,12.96,38,100,Moderate,High,8,Yes,"80,001+"
V4062,Truck,11,148298,86,2530,20,15.5,12.49,31,93,Moderate,Low,1,No,"50,001–80,000"
V4063,SUV,10,146469,90,1714,44,16.4,12.12,44,106,Critical,Low,11,Yes,"50,001–80,000"
V4064,SUV,13,107277,99,1639,33,7.3,12.71,40,93,Good,High,5,Yes,"50,001–80,000"
V4065,Hatchback,15,73293,97,2515,42,12.1,12.47,37,110,Critical,Medium,12,No,"50,001–80,000"
V4066,SUV,4,74111,99,1708,23,12.3,12.09,43,75,Worn,Medium,9,Yes,"50,001–80,000"
V4067,Hatchback,10,150230,89,2179,30,10.5,12.67,37,77,Critical,Low,7,Yes,"80,001+"
V4068,Truck,1,73034,91,1669,30,18.3,11.72,36,78,Critical,Low,9,No,"50,001–80,000"
V4069,Hatchback,2,163799,94,1518,35,17.3,11.67,38,89,Moderate,High,9,Yes,"50,001–80,000"
V4070,Truck,15,36765,91,2183,21,9.4,12.11,40,87,Critical,High,5,No,"10,001–25,000"
V4071,Hatchback,6,119793,106,2378,34,12.0,11.22,31,58,Moderate,Low,10,No,"50,001–80,000"
V4072,Hatchback,6,26988,104,2101,30,5.2,11.08,38,70,Good,Medium,1,Yes,"80,001+"
V4073,Hatchback,9,125674,88,1845,35,14.4,11.5,35,43,Critical,Medium,6,No,"80,001+"
V4074,Sedan,5,174930,110,1509,36,12.9,11.3,44,76,Critical,Medium,3,No,"50,001–80,000"
V4075,Truck,7,173690,102,1795,23,11.3,11.99,35,95,Worn,Low,4,Yes,"50,001–80,000"
V4076,Truck,9,107706,94,2810,37,19.6,11.77,30,42,Critical,High,9,No,"25,001–50,000"
V4077,Hatchback,5,94703,93,2511,20,8.5,11.73,34,80,Moderate,Low,2,No,"80,001+"
V4078,SUV,11,118803,97,2020,30,17.5,11.42,42,53,Worn,Low,12,Yes,"80,001+"
V4079,Sedan,9,151283,91,1700,38,11.9,12.76,37,63,Good,High,5,Yes,"80,001+"
V4080,Truck,1,169223,110,1648,26,7.9,12.91,33,43,Worn,Medium,11,No,"25,001–50,000"
V4081,Hatchback,5,65571,104,2178,37,7.6,11.26,39,109,Moderate,Low,1,Yes,"80,001+"
V4082,Hatchback,10,42582,97,2171,21,13.2,12.48,45,76,Critical,Low,7,No,"50,001–80,000"
V4083,Hatchback,5,67007,106,2294,31,12.5,12.04,45,106,Good,High,3,Yes,"50,001–80,000"
V4084,Truck,13,107567,89,2077,38,17.4,11.53,37,33,Moderate,Low,11,Yes,"80,001+"
V4085,Hatchback,6,77771,106,1992,29,17.1,11.53,43,30,Good,Medium,4,No,"50,001–80,000"
V4086,Hatchback,7,6091,89,2694,44,17.1,12.89,32,62,Good,High,11,Yes,"50,001–80,000"
V4087,SUV,3,197919,91,2609,42,6.0,12.32,35,90,Good,Medium,11,No,"80,001+"
V4088,Hatchback,12,9948,99,1751,24,9.0,11.27,43,84,Moderate,Low,8,No,"50,001–80,000"
V4089,Hatchback,3,135192,108,2106,50,8.5,11.36,45,104,Moderate,High,3,No,"50,001–80,000"
V4090,Truck,9,79684,102,1620,40,19.7,11.85,31,41,Worn,Medium,6,No,"80,001+"
V4091,Hatchback,14,155377,93,1665,48,13.8,11.43,45,104,Worn,Low,7,Yes,"80,001+"
V4092,Truck,13,145539,85,2857,30,14.0,12.08,40,100,Critical,Medium,11,No,"50,001–80,000"
V4093,Sedan,5,43900,101,1815,33,7.7,12.56,39,45,Moderate,High,7,No,"50,001–80,000"
V4094,Truck,6,181887,87,1864,29,8.8,11.87,44,108,Moderate,Medium,11,No,"50,001–80,000"
V4095,SUV,14,62344,110,2009,34,5.8,12.8,34,80,Worn,Low,10,Yes,"50,001–80,000"
V4096,Hatchback,5,59648,105,2904,40,8.0,12.7,43,39,Critical,High,8,No,"25,001–50,000"
V4097,Sedan,2,141774,108,2286,47,14.3,12.58,42,32,Moderate,Medium,11,No,"50,001–80,000"
V4098,Sedan,12,155990,96,2826,22,12.8,11.32,30,104,Worn,Low,12,No,"50,001–80,000"
V4099,Truck,6,88288,93,2592,32,9.0,11.35,30,98,Good,Medium,10,No,"80,001+"
V4100,Sedan,14,99440,93,2913,33,14.1,12.1,35,69,Moderate,Medium,7,No,"80,001+"
V4101,Sedan,10,146627,94,2369,32,12.6,11.12,30,75,Worn,High,11,Yes,"50,001–80,000"
V4102,Truck,10,18051,89,1670,36,7.5,12.16,45,52,Worn,Low,8,Yes,"80,001+"
V4103,SUV,2,66539,89,2768,25,8.8,12.23,41,92,Worn,Medium,7,No,"80,001+"
V4104,Sedan,1,145197,109,2699,32,14.0,11.41,38,80,Critical,Medium,11,No,"25,001–50,000"
V4105,Truck,2,41391,86,1705,26,11.1,12.21,34,86,Critical,Medium,7,No,"50,001–80,000"
V4106,SUV,6,103756,108,2414,48,18.2,11.32,42,66,Good,High,10,Yes,"25,001–50,000"
V4107,Sedan,5,78597,106,2928,30,5.4,11.45,35,60,Critical,High,6,No,"25,001–50,000"
V4108,Sedan,15,75669,100,2370,25,10.3,12.71,43,41,Critical,Medium,11,Yes,"25,001–50,000"
V4109,SUV,12,81764,104,1883,40,19.9,11.14,30,92,Good,Low,6,No,"50,001–80,000"
V4110,SUV,7,134096,98,1522,33,7.2,11.8,40,89,Moderate,Low,6,Yes,"80,001+"
V4111,SUV,1,49029,85,1977,25,13.3,13.0,32,41,Moderate,High,6,No,"50,001–80,000"
V4112,Hatchback,11,109316,109,2353,43,11.5,11.62,31,95,Moderate,Low,4,Yes,"50,001–80,000"
V4113,Hatchback,5,58694,102,2478,34,10.9,11.28,40,44,Worn,High,3,Yes,"50,001–80,000"
V4114,Sedan,10,43806,103,2224,40,5.9,12.85,37,74,Worn,Medium,9,No,"50,001–80,000"
V4115,Sedan,11,72260,108,1971,25,13.8,12.69,31,51,Worn,Medium,6,No,"25,001–50,000"
V4116,Hatchback,10,94646,92,2867,29,15.8,12.7,42,58,Good,Low,5,Yes,"80,001+"
V4117,Sedan,7,183301,86,2226,24,11.8,12.13,44,104,Good,Low,3,No,"80,001+"
V4118,Hatchback,15,123170,104,2361,21,16.8,11.33,42,107,Worn,Medium,11,No,"25,001–50,000"
V4119,Truck,3,172307,104,2821,43,13.9,11.6,30,81,Critical,Low,12,No,"25,001–50,000"
V4120,Hatchback,1,69416,89,2672,23,13.7,11.23,42,91,Worn,High,11,Yes,"25,001–50,000"
V4121,SUV,3,122163,87,1894,22,16.6,12.5,42,106,Moderate,Low,1,No,"80,001+"
V4122,Truck,5,168806,96,2042,48,8.1,11.59,45,45,Moderate,Medium,11,No,"80,001+"
V4123,Truck,6,81983,90,2015,34,16.3,12.45,33,89,Good,Low,2,Yes,"80,001+"
V4124,Hatchback,5,90688,87,2540,24,5.6,12.41,45,99,Moderate,High,7,No,"50,001–80,000"
V4125,Hatchback,4,13306,108,2492,47,15.2,11.15,33,84,Moderate,Low,12,No,"50,001–80,000"
V4126,SUV,9,83735,88,2143,33,11.6,11.96,35,108,Good,Low,1,Yes,"80,001+"
V4127,SUV,5,36268,95,2750,22,6.3,11.6,38,36,Critical,Low,12,No,"25,001–50,000"
V4128,SUV,2,24358,102,1953,42,6.9,11.82,30,58,Worn,High,4,No,"50,001–80,000"
V4129,Sedan,6,110890,101,2901,34,12.5,12.27,35,70,Worn,Medium,9,No,"50,001–80,000"
V4130,Truck,13,28659,101,2326,36,11.8,11.09,41,66,Good,Low,12,No,"50,001–80,000"
V4131,Hatchback,10,174037,86,2773,48,17.3,12.67,30,43,Critical,High,11,No,"25,001–50,000"
V4132,Truck,5,47414,102,1959,50,17.0,12.6,32,103,Worn,High,6,No,"50,001–80,000"
V4133,SUV,9,147312,95,2366,21,19.0,12.04,30,48,Critical,High,3,Yes,"25,001–50,000"
V4134,Sedan,14,32323,100,2738,23,8.1,11.58,32,44,Critical,Medium,12,No,"25,001–50,000"
V4135,Truck,12,124288,93,2543,23,12.2,12.35,40,65,Worn,High,6,No,"25,001–50,000"
V4136,SUV,13,172180,85,1928,44,5.2,11.48,31,93,Worn,Medium,10,Yes,"80,001+"
V4137,Sedan,8,89437,105,2682,23,11.3,11.01,42,99,Worn,High,8,Yes,"25,001–50,000"
V4138,Sedan,1,159767,92,2958,38,8.2,11.19,33,41,Critical,High,12,No,"25,001–50,000"
V4139,Hatchback,13,181792,99,2576,43,16.2,11.58,39,39,Worn,High,11,No,"50,001–80,000"
V4140,Hatchback,2,15791,93,2965,24,10.6,11.96,40,39,Critical,High,11,Yes,"10,001–25,000"
V4141,Sedan,14,165091,86,1537,37,14.5,12.25,37,79,Good,High,6,Yes,"50,001–80,000"
V4142,Truck,8,40323,109,2446,41,6.7,11.12,30,69,Moderate,Low,11,Yes,"50,001–80,000"
V4143,Sedan,9,182671,90,1755,36,11.8,11.67,43,41,Critical,High,4,Yes,"50,001–80,000"
V4144,Sedan,15,173956,104,2620,41,12.1,11.8,33,48,Critical,Medium,1,Yes,"25,001–50,000"
V4145,Hatchback,7,38832,90,1823,25,13.2,11.53,33,71,Moderate,Medium,5,No,"80,001+"
V4146,SUV,12,46220,87,2220,43,14.7,11.25,33,61,Good,Medium,8,No,"80,001+"
V4147,Hatchback,15,160787,100,2697,38,12.4,12.67,34,67,Critical,Medium,2,No,"50,001–80,000"
V4148,Truck,1,69320,88,1557,39,14.7,11.57,39,60,Critical,Medium,8,Yes,"80,001+"
V4149,SUV,14,97225,96,1658,50,9.4,11.03,42,41,Worn,Low,12,Yes,"80,001+"
V4150,Truck,5,94232,109,2927,38,10.9,12.7,45,92,Critical,Medium,10,Yes,"25,001–50,000"
V4151,Truck,1,110508,87,1699,50,13.2,11.49,45,109,Good,Low,5,Yes,"80,001+"
V4152,SUV,11,105479,100,2327,37,5.5,11.0,33,47,Moderate,High,6,Yes,"50,001–80,000"
V4153,Hatchback,11,179449,85,2146,46,16.6,11.17,33,103,Worn,Low,4,No,"80,001+"
V4154,SUV,10,99070,93,1689,25,5.7,11.0,37,67,Moderate,High,10,Yes,"25,001–50,000"
V4155,Sedan,13,67944,104,2988,48,9.4,12.21,35,90,Good,High,10,Yes,"25,001–50,000"
V4156,Hatchback,7,157038,108,2077,26,8.8,12.87,44,101,Good,Medium,2,Yes,"50,001–80,000"
V4157,Truck,11,124978,94,1805,42,12.4,12.73,41,30,Moderate,Medium,12,Yes,"80,001+"
V4158,Hatchback,14,105313,95,2272,26,13.0,12.26,35,52,Moderate,Medium,12,No,"50,001–80,000"
V4159,Truck,13,75827,85,1570,23,12.6,12.25,44,106,Good,Low,10,Yes,"50,001–80,000"
V4160,SUV,15,119133,110,2908,39,10.1,12.58,30,33,Worn,High,10,Yes,"25,001–50,000"
V4161,Hatchback,6,191407,103,2172,38,11.4,12.88,36,82,Good,Low,5,Yes,"80,001+"
V4162,SUV,2,91899,89,2837,37,18.2,12.01,38,96,Moderate,Low,5,No,"80,001+"
V4163,Hatchback,4,98727,100,1715,38,14.9,12.97,42,83,Critical,Low,6,Yes,"80,001+"
V4164,Sedan,3,96302,101,2072,37,10.7,11.03,42,50,Critical,Low,9,Yes,"25,001–50,000"
V4165,SUV,5,175719,108,1562,50,13.6,12.7,43,89,Worn,High,9,No,"25,001–50,000"
V4166,Hatchback,13,107637,109,1522,27,11.7,12.35,37,47,Critical,High,10,Yes,"0–10,000"
V4167,SUV,7,175225,102,2436,25,19.8,11.01,42,39,Critical,High,2,Yes,"10,001–25,000"
V4168,Sedan,11,193357,104,1527,34,9.0,11.14,38,100,Good,Medium,6,No,"50,001–80,000"
V4169,Hatchback,11,11852,104,1559,23,14.2,11.93,33,72,Worn,Low,9,No,"25,001–50,000"
V4170,Truck,14,79363,101,1911,41,11.6,12.84,34,94,Good,High,12,No,"25,001–50,000"
V4171,SUV,4,174865,100,2740,28,6.3,11.41,33,104,Worn,Low,9,No,"50,001–80,000"
V4172,SUV,14,19079,104,1762,42,10.1,11.51,31,63,Critical,Low,1,Yes,"25,001–50,000"
