Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect
Truck,1,97839,91,2307,36,17.9,12.28,30,80,Critical,Low,4,No,50001–80000
Hatchback,15,198800,108,2060,37,16.9,12.32,42,88,Critical,Medium,2,No,50001–80000
Truck,15,9795,98,2931,43,19.6,12.32,43,61,Worn,Medium,4,No,25001–50000
Truck,11,137939,103,2621,48,16.1,12.79,43,88,Moderate,High,12,No,25001–50000
Truck,5,177515,91,2260,49,17.4,12.63,34,107,Moderate,Low,5,Yes,80001–120000
SUV,13,170381,90,2939,31,19.8,12.43,31,52,Critical,Medium,11,No,25001–50000
SUV,1,67695,96,1771,42,19.3,11.24,45,76,Worn,Medium,3,Yes,50001–80000
Hatchback,10,90769,92,2460,38,19.2,12.45,37,42,Critical,Low,5,No,50001–80000
SUV,14,21711,102,2114,20,15.8,11.14,43,40,Good,Low,4,Yes,50001–80000
SUV,13,78810,95,2907,39,19.6,11.75,30,74,Good,Medium,3,No,50001–80000
Hatchback,10,133523,95,2699,46,9.5,11.17,39,55,Moderate,Medium,11,Yes,50001–80000
Sedan,9,179285,98,2103,23,16.5,11.08,41,52,Worn,Low,10,No,50001–80000
SUV,14,187601,100,2598,38,5.7,11.73,33,62,Moderate,Medium,12,Yes,25001–50000
Truck,1,52360,85,2394,21,6.9,12.3,42,103,Good,Low,10,Yes,50001–80000
Hatchback,11,167479,91,2899,37,14.9,11.91,45,107,Critical,Medium,6,Yes,50001–80000
Sedan,6,38627,101,2182,42,10.1,12.27,38,42,Moderate,Medium,5,No,50001–80000
Sedan,7,164454,107,2633,26,5.4,12.15,39,75,Moderate,High,6,Yes,25001–50000
SUV,15,59965,104,2090,26,17.9,11.59,32,65,Critical,High,4,Yes,25001–50000
SUV,10,141862,98,2728,35,13.5,12.05,34,43,Worn,Medium,2,Yes,50001–80000
Truck,6,86231,102,2765,39,17.2,11.77,44,37,Moderate,Medium,10,No,50001–80000
SUV,15,74580,93,2805,39,11.2,12.93,45,97,Moderate,High,6,No,25001–50000
SUV,15,102673,99,1742,44,16.5,11.84,36,53,Critical,Low,5,Yes,50001–80000
Truck,14,38485,108,2284,25,12.6,11.84,41,43,Good,Low,8,No,50001–80000
Truck,3,95480,91,1689,40,12.1,11.38,38,103,Good,Medium,4,Yes,50001–80000
Sedan,15,87340,102,2454,27,16.0,12.75,32,38,Good,High,6,Yes,25001–50000
Hatchback,2,105761,107,1632,48,5.4,12.23,42,100,Good,High,12,No,50001–80000
Truck,13,93859,87,2841,30,5.4,12.25,34,109,Critical,High,5,No,25001–50000
SUV,12,149811,89,1894,30,10.5,11.19,39,32,Good,Low,8,No,50001–80000
Hatchback,9,101003,98,2245,21,19.4,12.62,45,70,Worn,Low,4,No,50001–80000
Sedan,11,66137,108,2996,50,14.3,12.15,43,87,Worn,High,7,Yes,25001–50000
Hatchback,8,81696,100,2080,21,17.4,11.96,32,33,Critical,High,5,No,25001–50000
Hatchback,5,80964,98,2730,31,11.4,11.93,36,64,Critical,High,10,No,50001–80000
Sedan,15,57584,87,2320,28,12.4,12.24,35,33,Worn,High,3,Yes,25001–50000
SUV,4,184324,102,1824,29,13.9,12.24,39,57,Good,Medium,9,Yes,50001–80000
Sedan,7,66335,96,2864,20,9.8,12.87,43,61,Critical,High,1,Yes,50001–80000
Truck,12,185108,98,2656,50,7.7,11.96,35,77,Moderate,Medium,9,Yes,25001–50000
Sedan,7,145493,98,2448,42,18.4,12.61,44,87,Good,High,3,Yes,50001–80000
Hatchback,4,44923,96,1921,31,17.9,11.69,37,104,Worn,Medium,9,Yes,50001–80000
Hatchback,14,45615,91,1511,50,9.2,11.5,36,76,Moderate,Low,11,Yes,50001–80000
Sedan,6,43428,87,1522,40,11.3,12.53,40,76,Critical,Low,1,No,80001–120000
Hatchback,3,22235,98,2586,27,11.4,11.61,37,55,Critical,High,11,No,50001–80000
Hatchback,15,13403,92,1796,29,10.0,12.15,40,56,Moderate,Low,3,No,50001–80000
SUV,2,64157,94,2123,31,8.9,12.93,42,94,Good,Medium,11,Yes,50001–80000
Truck,8,165576,94,2760,48,9.6,11.49,33,106,Worn,Low,4,No,50001–80000
SUV,1,193136,101,2278,49,7.4,11.96,37,62,Critical,Medium,7,No,50001–80000
Sedan,3,116404,109,2217,24,6.2,12.52,32,81,Moderate,High,2,No,50001–80000
SUV,2,126864,98,2655,46,14.2,11.55,41,95,Good,High,12,Yes,50001–80000
Sedan,1,51765,102,1748,22,13.2,12.88,30,80,Moderate,Low,10,Yes,50001–80000
SUV,5,57732,99,2519,30,19.0,11.26,43,46,Moderate,High,11,No,25001–50000
Sedan,11,117527,104,2854,22,7.2,11.05,34,42,Worn,High,8,Yes,25001–50000
Hatchback,12,42012,88,1996,44,19.1,12.73,35,90,Moderate,Low,10,No,50001–80000
Sedan,11,8320,99,2780,21,6.3,11.82,43,105,Moderate,Medium,12,No,25001–50000
Sedan,5,54420,107,2254,20,17.1,12.47,34,58,Good,High,9,No,50001–80000
Sedan,8,35923,105,2010,33,6.7,11.08,33,98,Good,Medium,5,No,50001–80000
Truck,9,137038,104,1855,23,5.7,12.18,31,37,Worn,Medium,8,Yes,50001–80000
Truck,13,104379,92,2615,44,12.4,12.62,34,57,Moderate,Medium,1,Yes,50001–80000
SUV,13,57112,103,1648,39,16.2,11.78,43,89,Critical,High,4,No,25001–50000
SUV,10,156660,95,1580,26,15.6,12.9,44,103,Moderate,Medium,1,No,50001–80000
Sedan,11,142939,108,2639,31,14.8,11.57,35,100,Good,Medium,9,Yes,25001–50000
SUV,3,119352,95,2261,31,9.8,11.42,35,54,Moderate,Low,9,No,50001–80000
Truck,9,10666,90,2729,46,14.6,11.7,33,38,Critical,High,6,No,25001–50000
Hatchback,8,136507,106,2902,39,8.2,12.99,39,97,Worn,High,4,No,50001–80000
Truck,9,114203,86,1836,34,8.9,12.28,32,57,Moderate,High,4,Yes,25001–50000
Hatchback,14,156782,107,1979,45,9.9,11.59,45,51,Moderate,High,7,No,25001–50000
SUV,13,67757,106,1834,24,19.6,12.0,40,61,Worn,Medium,9,Yes,25001–50000
Truck,9,186949,94,1793,35,6.6,11.96,38,60,Good,Medium,6,Yes,50001–80000
Sedan,10,160577,94,1735,26,13.2,11.76,31,69,Critical,Medium,5,Yes,50001–80000
SUV,13,172895,95,1946,43,12.5,11.55,30,48,Worn,High,2,No,25001–50000
Truck,10,15617,93,1884,44,5.6,11.7,31,110,Moderate,Medium,5,No,50001–80000
Truck,7,188784,97,2190,35,6.0,11.61,42,36,Worn,High,12,Yes,25001–50000
Sedan,7,64626,91,1762,47,15.7,11.49,43,102,Moderate,High,4,Yes,50001–80000
Truck,2,166437,106,1730,29,5.8,12.41,31,54,Moderate,Medium,4,Yes,50001–80000
Sedan,6,103612,109,1998,36,13.1,12.71,37,42,Moderate,Medium,11,No,50001–80000
SUV,1,187131,87,2343,33,16.5,12.12,36,63,Moderate,Low,2,Yes,80001–120000
Truck,12,18506,86,2730,29,14.1,11.3,38,30,Good,Medium,2,No,50001–80000
SUV,10,130461,86,1653,41,14.2,12.78,45,30,Critical,Low,3,No,50001–80000
Hatchback,14,72489,90,2416,41,12.3,12.63,34,46,Critical,Medium,3,No,50001–80000
Sedan,13,10179,106,1658,28,15.9,11.39,41,100,Critical,Low,12,Yes,50001–80000
SUV,14,146777,101,2707,25,8.1,11.83,33,34,Good,High,11,Yes,25001–50000
Truck,2,76059,108,2817,47,9.6,12.11,34,100,Good,High,6,No,50001–80000
Truck,10,44358,108,2781,45,14.4,12.44,34,90,Good,Low,11,Yes,50001–80000
Hatchback,12,37557,108,2170,26,13.1,11.28,37,55,Critical,High,1,No,25001–50000
Hatchback,14,144593,96,2068,43,11.5,11.76,42,30,Worn,High,10,No,25001–50000
SUV,6,158376,109,1816,25,12.6,12.08,36,53,Critical,Medium,12,No,50001–80000
SUV,12,59459,98,2627,32,7.3,11.87,33,102,Worn,High,4,Yes,25001–50000
Sedan,10,42120,102,2888,26,13.8,12.99,37,109,Moderate,High,3,Yes,25001–50000
Sedan,11,87690,90,2444,43,9.6,11.87,43,102,Moderate,High,3,Yes,25001–50000
Truck,2,7128,85,1630,40,11.8,11.76,41,58,Critical,Medium,7,No,50001–80000
SUV,11,135151,107,1643,48,15.6,12.21,42,78,Good,Low,10,No,50001–80000
Sedan,12,20191,87,2228,28,5.9,11.79,44,80,Critical,Low,4,No,50001–80000
Hatchback,5,77209,89,1683,40,19.0,12.33,30,49,Critical,Low,8,No,50001–80000
Hatchback,10,18594,96,1666,27,11.9,12.02,41,47,Good,High,7,No,25001–50000
Truck,3,159572,94,1629,33,8.4,11.83,39,68,Critical,Medium,1,Yes,50001–80000
SUV,5,73511,101,2984,31,15.9,11.57,40,110,Worn,High,6,Yes,50001–80000
Truck,1,97793,94,2448,28,13.6,12.85,31,78,Good,Medium,8,Yes,50001–80000
SUV,13,61271,100,2971,26,10.3,12.63,45,98,Moderate,High,7,No,25001–50000
SUV,3,178749,85,1517,42,16.7,11.22,34,33,Critical,Medium,11,Yes,50001–80000
Truck,8,115457,86,1720,21,18.6,12.64,32,90,Moderate,Low,12,No,50001–80000
Hatchback,7,12408,94,2651,44,19.3,11.81,33,50,Critical,High,1,Yes,50001–80000
Hatchback,9,146723,98,2827,25,17.6,11.07,33,36,Moderate,Medium,7,Yes,25001–50000
Sedan,9,143578,95,1682,20,19.2,11.84,40,83,Worn,Medium,8,No,50001–80000
Sedan,9,170795,110,1760,43,17.9,11.11,43,110,Critical,Low,4,No,50001–80000
Sedan,1,36890,97,1641,50,18.9,12.95,32,67,Moderate,Low,7,No,80001–120000
Hatchback,6,164619,85,2303,47,14.5,11.99,36,49,Critical,High,5,Yes,50001–80000
Sedan,8,143817,89,1760,48,5.1,12.19,38,106,Good,High,2,No,50001–80000
Hatchback,2,22675,85,2093,29,19.1,11.64,34,99,Moderate,High,6,Yes,50001–80000
Sedan,5,169262,93,1754,44,17.0,11.89,44,80,Moderate,Low,10,No,50001–80000
SUV,5,6230,96,2812,38,6.6,12.79,43,57,Good,High,3,No,50001–80000
Sedan,13,27044,107,1702,40,12.2,11.5,44,104,Worn,Medium,12,Yes,25001–50000
Sedan,13,77738,98,2020,45,19.0,11.7,36,69,Worn,Medium,8,No,25001–50000
Hatchback,10,119751,108,2216,33,19.2,12.62,39,49,Worn,High,7,Yes,25001–50000
Sedan,7,26471,98,2982,32,17.3,12.48,34,68,Worn,Low,5,Yes,50001–80000
SUV,1,10588,88,2694,41,10.8,12.77,30,55,Critical,Low,10,Yes,80001–120000
Sedan,9,44767,101,2538,25,18.7,11.51,34,32,Moderate,Low,3,No,50001–80000
Truck,14,176041,95,1798,32,11.7,11.73,45,90,Worn,Medium,2,Yes,50001–80000
Sedan,6,139192,107,2772,44,13.7,12.21,40,87,Moderate,Medium,2,No,50001–80000
Hatchback,7,37529,104,2055,24,16.9,11.13,33,41,Critical,Low,7,Yes,50001–80000
Sedan,12,53488,107,1738,20,19.0,11.6,31,39,Critical,Low,3,No,50001–80000
SUV,6,113185,90,1605,50,17.0,11.41,41,33,Moderate,Medium,12,Yes,50001–80000
Sedan,5,21381,96,2421,31,15.5,12.95,36,98,Critical,Medium,3,Yes,50001–80000
Hatchback,11,15374,87,2740,33,9.4,11.11,39,81,Critical,Medium,3,No,50001–80000
SUV,14,77012,108,1964,26,13.9,11.41,43,83,Moderate,Medium,1,No,50001–80000
Hatchback,15,97461,89,2255,24,17.5,11.95,36,103,Good,Medium,3,Yes,50001–80000
SUV,6,195176,100,2252,38,14.3,11.35,36,31,Moderate,Medium,8,Yes,50001–80000
Hatchback,13,138682,97,2880,30,12.1,11.72,45,31,Critical,Medium,8,No,25001–50000
SUV,5,63484,104,1878,29,18.3,11.49,32,57,Moderate,Low,7,No,50001–80000
Sedan,6,187942,98,2539,23,6.6,11.99,37,82,Moderate,High,11,Yes,50001–80000
SUV,10,159221,106,1865,42,10.3,11.7,34,72,Moderate,Medium,6,Yes,50001–80000
SUV,11,120856,106,2943,32,17.0,12.39,37,52,Critical,High,12,No,25001–50000
SUV,2,71627,108,2139,33,9.2,11.74,37,97,Good,Low,3,No,50001–80000
Hatchback,6,48116,90,2622,29,11.3,11.29,38,71,Moderate,Medium,11,No,50001–80000
Hatchback,15,196787,102,1875,34,15.9,12.77,39,69,Good,High,10,No,25001–50000
Truck,4,172922,99,2687,46,9.2,12.35,36,75,Critical,Medium,12,Yes,50001–80000
Sedan,2,142169,99,1808,40,13.6,11.43,33,55,Moderate,Medium,3,No,50001–80000
Sedan,6,65556,100,2424,44,18.4,12.28,32,70,Critical,High,7,Yes,25001–50000
Hatchback,11,157798,98,2325,37,6.7,12.7,45,80,Good,High,3,Yes,25001–50000
Truck,10,94522,96,1687,34,14.5,12.86,42,86,Critical,Medium,5,Yes,50001–80000
SUV,15,191905,105,2447,42,16.6,12.11,40,34,Critical,Medium,12,Yes,25001–50000
Sedan,8,156183,89,2832,43,17.3,11.64,36,84,Good,Medium,2,Yes,50001–80000
Hatchback,15,42700,96,2314,34,16.3,12.31,45,81,Moderate,Low,4,No,50001–80000
SUV,6,27051,105,2990,47,19.9,12.63,36,76,Good,High,4,Yes,50001–80000
SUV,7,25988,92,2697,25,12.7,11.22,40,41,Moderate,High,5,No,25001–50000
Sedan,3,6956,98,2722,28,15.3,11.33,35,67,Critical,Medium,1,No,50001–80000
Truck,4,151584,91,2654,30,18.7,11.73,42,82,Good,Medium,11,Yes,50001–80000
Hatchback,5,187541,87,1908,46,11.4,11.11,34,110,Good,Low,5,No,80001–120000
Truck,6,162272,102,2161,50,6.9,11.15,35,89,Worn,High,5,Yes,25001–50000
Truck,2,104651,109,2292,40,16.4,11.1,32,34,Worn,Medium,7,Yes,50001–80000
SUV,1,16672,107,2875,26,5.9,12.05,43,38,Critical,Medium,4,No,50001–80000
Truck,2,158683,87,2527,28,17.4,12.76,41,98,Worn,Medium,5,No,50001–80000
SUV,13,59318,100,1963,46,19.6,12.25,41,48,Moderate,Medium,2,No,50001–80000
Hatchback,11,171899,94,2370,32,13.9,12.78,45,104,Worn,Low,4,Yes,50001–80000
Truck,14,108147,100,2605,22,15.8,11.75,43,43,Good,Medium,10,Yes,25001–50000
Truck,15,18210,85,2090,42,7.4,12.46,42,92,Critical,High,7,No,25001–50000
Hatchback,12,39839,104,1607,29,17.9,12.18,42,97,Critical,High,4,Yes,25001–50000
SUV,6,172805,106,1863,48,15.0,11.69,40,61,Good,High,6,No,50001–80000
Truck,7,191938,86,2093,47,15.0,12.2,42,53,Critical,High,4,Yes,50001–80000
Sedan,9,186411,96,2529,25,5.7,11.82,34,72,Good,High,7,Yes,25001–50000
Sedan,5,193808,89,2281,41,16.4,11.72,45,93,Worn,High,11,Yes,25001–50000
Sedan,10,107908,104,2662,30,18.7,11.57,36,45,Critical,Medium,3,No,50001–80000
Sedan,12,93139,95,2580,46,13.4,11.17,35,42,Moderate,High,1,No,50001–80000
Sedan,14,46729,85,2612,27,13.7,12.07,30,50,Worn,Low,7,Yes,50001–80000
SUV,8,179995,87,2148,21,6.4,11.18,39,91,Moderate,High,4,No,25001–50000
Truck,3,136765,107,2745,49,7.2,11.37,35,71,Critical,Medium,10,Yes,50001–80000
Truck,11,182481,106,1636,24,5.6,11.24,38,75,Moderate,High,4,Yes,25001–50000
Hatchback,5,178332,94,2621,42,12.4,12.75,32,40,Worn,High,5,Yes,50001–80000
SUV,4,37590,107,2509,33,18.7,12.96,39,44,Critical,Medium,8,No,50001–80000
SUV,13,47119,92,2163,34,13.4,12.34,37,61,Worn,Medium,6,Yes,50001–80000
SUV,3,86472,88,1764,33,5.9,11.33,35,69,Good,Low,3,No,50001–80000
Sedan,12,60279,93,1613,46,13.6,12.91,37,108,Worn,Low,1,No,50001–80000
Truck,3,176230,103,2540,36,18.9,11.76,31,47,Worn,Medium,3,Yes,50001–80000
Hatchback,1,49804,92,2497,41,14.1,12.81,38,108,Critical,High,5,Yes,50001–80000
SUV,12,44596,106,1895,47,17.9,12.86,35,76,Good,High,5,Yes,25001–50000
Sedan,10,67527,86,2182,31,16.4,12.08,39,86,Good,Medium,11,No,50001–80000
Hatchback,8,135925,103,2779,46,19.2,12.3,30,59,Worn,Low,7,No,50001–80000
Hatchback,15,57568,91,2453,31,14.9,12.55,40,62,Critical,Low,1,No,50001–80000
Sedan,4,186330,86,2136,48,13.8,11.4,31,110,Moderate,High,10,No,25001–50000
SUV,1,72372,85,2196,29,14.9,12.36,38,30,Good,Low,3,No,80001–120000
Sedan,1,108187,97,2972,26,8.8,12.03,34,59,Critical,Medium,1,Yes,50001–80000
Hatchback,4,152273,88,1588,44,6.5,11.24,42,100,Worn,Medium,9,Yes,50001–80000
Truck,14,104003,104,1730,33,9.3,11.93,43,78,Worn,High,11,Yes,25001–50000
SUV,3,176907,87,1639,24,7.7,12.53,44,57,Good,Medium,8,No,50001–80000
Truck,14,49620,85,2105,44,12.0,12.64,36,79,Critical,Low,8,Yes,50001–80000
Truck,4,160410,106,2825,35,17.8,11.49,42,34,Critical,High,4,No,50001–80000
Hatchback,5,162965,95,2365,37,7.1,12.33,40,66,Good,Low,12,Yes,50001–80000
Truck,12,21644,98,2384,38,9.7,11.89,30,99,Good,High,7,No,25001–50000
SUV,8,156813,94,2186,34,14.8,12.9,34,33,Good,Low,5,No,50001–80000
Sedan,2,98297,103,2444,28,14.3,12.76,43,102,Worn,High,8,No,50001–80000
Hatchback,15,63272,101,2201,50,6.1,11.05,41,32,Worn,Medium,11,Yes,25001–50000
Hatchback,11,199317,98,1853,47,11.7,12.98,42,108,Critical,Medium,10,Yes,50001–80000
SUV,5,182531,89,1553,46,16.3,11.2,34,95,Moderate,High,6,No,50001–80000
SUV,1,193450,88,1615,27,9.1,12.61,33,30,Critical,Low,8,No,50001–80000
Truck,10,9550,101,2767,44,13.5,11.94,45,79,Worn,Low,9,Yes,50001–80000
Sedan,15,61809,89,2525,24,8.4,12.79,31,49,Critical,Low,3,Yes,50001–80000
Hatchback,2,168239,95,2032,27,15.3,12.12,39,54,Good,Medium,3,Yes,50001–80000
Hatchback,9,89448,98,1932,26,12.0,12.75,36,76,Worn,Medium,12,Yes,25001–50000
Sedan,7,37569,103,2382,22,12.9,12.29,33,109,Worn,High,12,No,25001–50000
SUV,8,17485,100,2672,35,5.0,12.86,45,39,Good,Low,6,Yes,50001–80000
Sedan,1,51406,110,2361,50,14.8,12.39,33,67,Good,High,10,Yes,50001–80000
Truck,14,185943,110,2495,39,11.8,12.6,42,105,Good,Medium,6,No,25001–50000
Sedan,1,187234,96,2304,23,9.1,11.27,43,32,Good,Medium,8,Yes,50001–80000
Sedan,14,108091,86,1599,24,13.3,11.06,37,96,Good,Medium,11,No,25001–50000
SUV,5,182511,94,1839,46,19.3,12.84,32,99,Worn,High,10,Yes,25001–50000
Sedan,9,185230,93,1927,39,11.4,11.02,31,47,Critical,Low,9,Yes,50001–80000
Truck,10,86288,108,2591,47,19.7,11.39,45,70,Worn,Low,1,No,50001–80000
Truck,5,25340,92,2695,41,8.9,11.04,31,43,Critical,High,1,Yes,50001–80000
Truck,7,136876,105,2174,27,11.1,12.96,43,80,Good,Medium,10,No,25001–50000
Sedan,5,35766,94,2076,38,6.7,12.49,44,85,Critical,Medium,11,No,50001–80000
SUV,11,145275,105,2403,26,9.0,12.22,39,42,Moderate,Low,8,Yes,50001–80000
Truck,2,74357,91,2535,46,12.0,12.98,36,101,Worn,Medium,12,No,50001–80000
SUV,3,20419,99,1731,40,17.3,12.56,45,31,Worn,Medium,11,Yes,50001–80000
Hatchback,6,132968,99,2302,34,10.2,11.57,30,83,Worn,Low,1,No,50001–80000
Hatchback,13,94010,98,2108,24,18.6,11.6,41,41,Worn,High,7,No,25001–50000
SUV,6,32425,98,2834,49,13.3,12.88,30,75,Moderate,High,6,Yes,50001–80000
Truck,9,91129,106,2899,33,18.0,11.57,33,74,Good,Low,1,Yes,50001–80000
SUV,9,87592,88,2378,46,5.9,11.92,35,91,Critical,Low,9,No,50001–80000
Sedan,5,121405,86,1549,31,14.3,11.89,39,106,Critical,High,3,No,50001–80000
Sedan,13,11100,96,2790,48,7.0,11.77,33,67,Worn,Low,10,No,50001–80000
Truck,12,59964,95,2210,36,13.8,12.02,31,35,Moderate,Low,5,No,50001–80000
Sedan,7,29717,107,2447,39,7.3,12.38,41,95,Critical,Medium,6,Yes,50001–80000
Truck,4,113896,100,2685,36,14.9,11.89,37,69,Good,High,3,Yes,50001–80000
SUV,12,156845,108,2659,26,11.8,12.06,40,92,Critical,High,3,Yes,25001–50000
Hatchback,1,96548,102,2330,45,5.5,11.22,30,34,Worn,Medium,3,Yes,50001–80000
Sedan,14,38018,96,2868,26,5.4,12.04,32,104,Worn,Low,8,No,50001–80000
Sedan,10,139815,100,2989,30,16.0,12.81,32,60,Good,High,7,No,25001–50000
SUV,5,77206,89,1813,41,18.3,11.4,30,76,Worn,Low,6,No,50001–80000
Hatchback,3,97437,94,1562,31,14.6,11.77,40,98,Critical,Low,6,Yes,50001–80000
Truck,12,183818,98,1697,24,15.3,11.29,34,47,Moderate,High,7,Yes,25001–50000
SUV,6,151656,107,2682,20,8.2,12.96,34,65,Moderate,Low,8,Yes,50001–80000
Truck,12,8136,105,2937,27,15.0,11.61,39,94,Moderate,Medium,1,Yes,50001–80000
Sedan,6,30701,85,2956,31,9.7,11.65,38,86,Critical,High,7,No,50001–80000
Sedan,4,127891,90,2420,28,8.0,11.59,42,90,Worn,Medium,10,Yes,50001–80000
Hatchback,8,55548,96,2027,45,6.6,12.65,45,40,Moderate,Low,2,No,50001–80000
Hatchback,3,179184,94,1774,34,6.7,12.41,30,85,Critical,Medium,6,Yes,50001–80000
Hatchback,3,12299,98,2900,34,6.7,11.08,33,37,Good,Low,1,Yes,80001–120000
Hatchback,13,167007,99,1887,48,10.1,12.9,37,69,Good,Low,7,Yes,50001–80000
Truck,11,94676,106,2156,39,15.2,11.78,41,99,Moderate,Low,12,No,50001–80000
Sedan,15,81754,107,2638,44,14.6,12.98,34,67,Critical,High,3,Yes,25001–50000
Truck,12,102568,99,2183,43,5.8,11.66,42,50,Moderate,Low,2,Yes,50001–80000
Truck,15,144579,91,2521,40,17.1,12.28,44,88,Good,Low,6,No,50001–80000
Sedan,4,130036,87,1839,20,8.6,11.63,41,49,Critical,Low,6,Yes,50001–80000
Hatchback,13,87173,102,2766,41,14.8,11.11,39,59,Critical,High,6,Yes,25001–50000
Hatchback,12,163629,103,1918,47,5.7,11.44,39,69,Critical,High,12,No,25001–50000
SUV,2,15953,101,2267,32,18.5,12.5,32,38,Critical,High,1,Yes,50001–80000
SUV,5,126909,96,2242,25,6.8,11.74,43,110,Good,Medium,12,No,50001–80000
Truck,13,138148,88,1923,40,8.8,12.79,32,71,Good,Medium,3,Yes,50001–80000
Hatchback,7,121715,103,2360,39,18.7,11.31,39,33,Critical,Medium,9,No,50001–80000
Hatchback,11,165717,86,2998,24,14.8,12.61,39,48,Good,Medium,5,No,50001–80000
Sedan,4,122186,87,1825,50,18.6,11.43,39,50,Worn,High,2,Yes,50001–80000
Truck,1,5713,100,1759,43,8.0,12.74,45,61,Good,Low,3,No,80001–120000
Truck,15,120387,106,1827,26,11.3,12.61,39,72,Critical,Medium,3,Yes,25001–50000
Sedan,3,159869,104,1505,30,7.2,11.69,43,108,Good,Medium,10,Yes,50001–80000
Truck,1,50014,103,2298,47,15.9,11.72,45,95,Critical,Medium,9,No,50001–80000
SUV,9,198318,92,2259,49,17.6,11.2,42,69,Good,Low,6,No,50001–80000
Truck,3,89169,92,1668,40,6.9,11.71,45,46,Critical,Low,12,No,50001–80000
Hatchback,8,166792,108,1984,41,6.3,12.96,43,110,Good,Low,2,No,50001–80000
SUV,14,78667,85,2278,25,8.9,12.49,41,107,Good,High,10,Yes,25001–50000
SUV,1,93290,92,2229,49,7.0,11.07,35,73,Moderate,High,10,Yes,50001–80000
Sedan,14,60260,102,2820,31,15.0,11.96,36,90,Worn,High,8,Yes,25001–50000
Truck,15,38002,96,2552,22,17.6,11.02,45,62,Critical,Medium,7,Yes,25001–50000
Sedan,11,20736,88,2004,47,8.5,12.74,45,64,Critical,High,9,Yes,25001–50000
Truck,15,15880,98,1748,42,8.9,11.88,41,80,Moderate,Low,5,Yes,50001–80000
Truck,9,165809,100,2888,46,6.8,11.63,41,53,Good,Medium,10,Yes,50001–80000
Hatchback,14,92472,108,2677,27,7.2,11.82,35,62,Critical,Medium,4,Yes,50001–80000
SUV,5,75870,97,1657,41,16.9,12.07,35,42,Moderate,High,9,No,50001–80000
Hatchback,7,197376,108,2244,34,5.4,12.81,34,49,Worn,Medium,8,Yes,50001–80000
Hatchback,4,156507,88,1928,43,10.4,12.91,37,72,Worn,Low,7,No,50001–80000
Hatchback,2,27503,107,1977,41,11.0,12.16,45,48,Worn,High,12,No,25001–50000
Truck,6,109650,87,2316,36,9.1,12.7,35,100,Critical,Medium,1,No,50001–80000
Sedan,11,12086,91,2601,33,8.8,12.88,41,79,Critical,Medium,7,Yes,50001–80000
Sedan,6,165444,98,2465,40,17.3,11.01,44,107,Worn,Low,1,No,80001–120000
Hatchback,9,74084,109,2133,27,18.4,11.17,32,85,Critical,High,7,No,25001–50000
Truck,14,166763,93,1835,30,19.7,12.25,30,72,Critical,High,9,No,25001–50000
Hatchback,10,176146,100,2910,23,14.2,11.26,40,100,Moderate,Medium,4,No,50001–80000
SUV,7,78961,91,2628,21,14.1,11.25,33,99,Moderate,Low,6,No,50001–80000
Sedan,4,22024,95,2589,20,11.1,11.82,37,65,Moderate,Medium,9,Yes,50001–80000
Hatchback,13,23352,108,1999,36,18.4,11.49,36,109,Critical,High,10,Yes,25001–50000
Truck,7,70082,99,2261,49,14.3,12.83,45,66,Critical,Medium,11,No,50001–80000
Hatchback,4,178626,90,2666,49,8.6,11.7,31,96,Good,Medium,3,No,50001–80000
Truck,6,193073,88,2679,40,6.5,12.42,43,73,Critical,High,5,Yes,25001–50000
Hatchback,9,118798,101,2602,31,14.4,12.66,45,36,Moderate,High,10,No,25001–50000
Truck,13,154295,108,2644,44,10.6,11.77,38,40,Good,Low,4,Yes,50001–80000
SUV,14,125812,102,2281,23,7.8,11.04,32,99,Moderate,Medium,7,No,25001–50000
SUV,12,94321,107,2260,39,14.0,11.92,40,77,Worn,Low,9,No,50001–80000
Hatchback,3,163866,89,2417,29,13.9,12.11,32,82,Critical,Low,6,Yes,80001–120000
Truck,9,122941,104,2318,48,19.8,12.67,45,81,Moderate,Low,11,Yes,50001–80000
Sedan,7,64158,107,1878,23,12.4,11.41,39,88,Critical,Medium,5,No,50001–80000
Truck,7,172924,90,2594,38,17.1,11.55,45,106,Critical,High,10,Yes,25001–50000
Truck,6,172918,95,1526,20,5.1,11.25,41,91,Critical,Low,3,No,50001–80000
Hatchback,15,185155,93,2004,36,13.7,11.04,45,100,Critical,Low,9,Yes,50001–80000
Hatchback,5,10272,98,2267,45,10.4,11.16,42,80,Critical,Low,2,Yes,50001–80000
Hatchback,4,96235,93,1755,47,15.9,11.21,44,52,Good,High,8,No,50001–80000
Hatchback,3,130279,100,2903,44,8.5,12.38,43,91,Good,Medium,4,Yes,50001–80000
SUV,13,10700,97,2973,48,12.1,12.28,36,75,Moderate,Medium,3,No,50001–80000
SUV,7,192202,93,2428,49,12.4,12.96,40,35,Good,High,1,No,50001–80000
Sedan,2,142555,90,2809,32,15.9,11.91,31,90,Moderate,Low,2,Yes,50001–80000
Hatchback,7,152538,97,1697,37,18.4,11.64,41,106,Worn,Medium,5,Yes,50001–80000
